,alpha_in,alpha_out,alpha_inout,alpha_inout_weight,Power [nW]
0,0.78,3.0422222222222226,1.5322222222222224,1.5322222222222224,1300.72285
1,2.33,8.678888888888888,4.45,4.45,3784.399633333333
2,3.11,11.197777777777777,5.808888888888889,5.808888888888889,4946.50985
3,3.8899999999999997,13.703333333333333,7.162222222222222,7.162222222222222,6108.280816666667
4,4.67,15.884444444444446,8.408888888888889,8.408888888888889,7177.406050000001
5,6.23,20.13888888888889,10.862222222222224,10.862222222222224,9289.825333333334
6,7.0,22.034444444444446,12.013333333333334,12.013333333333334,10282.618333333332
7,7.779999999999999,23.78222222222222,13.115555555555554,13.115555555555554,11236.609
8,9.34,27.205555555555556,15.294444444444444,15.294444444444444,13124.245166666666
9,10.12,28.663333333333338,16.297777777777778,16.297777777777778,13995.508000000002
10,10.89,30.173333333333332,17.32111111111111,17.32111111111111,14887.607666666665
11,11.67,31.466666666666665,18.27,18.27,15711.36566666667
12,13.23,34.03,20.163333333333334,20.163333333333334,17367.84966666667
13,14.01,35.05111111111111,21.022222222222222,21.022222222222222,18123.521666666667
14,14.779999999999998,36.22666666666666,21.932222222222222,21.932222222222222,18920.42483333333
15,15.559999999999999,37.233333333333334,22.786666666666665,22.786666666666665,19679.813833333334
16,17.12,39.041111111111114,24.424444444444443,24.424444444444443,21121.390333333333
17,17.9,39.82111111111111,25.20444444444444,25.20444444444444,21808.769833333336
18,18.68,40.73333333333333,26.02777777777778,26.02777777777778,22541.392499999998
19,20.23,42.221111111111114,27.56222222222222,27.56222222222222,23913.526
20,21.01,42.721111111111114,28.24777777777778,28.24777777777778,24516.17166666667
21,21.79,43.40555555555556,28.994444444444444,28.994444444444444,25186.28383333333
22,22.57,43.855555555555554,29.66111111111111,29.66111111111111,25789.106499999998
23,24.12,45.06,31.102222222222224,31.102222222222224,27075.1295
24,24.9,45.42888888888889,31.743333333333332,31.743333333333332,27649.120833333334
25,25.68,46.01111111111111,32.45555555555555,32.45555555555555,28286.104499999998
26,27.23,46.78,33.75,33.75,29459.683333333334
27,28.01,46.97888888888888,34.33555555555555,34.33555555555555,29991.951833333336
28,28.790000000000003,47.43111111111111,35.00555555555556,35.00555555555556,30595.6005
29,29.57,47.656666666666666,35.59777777777778,35.59777777777778,31127.996833333335
30,31.130000000000003,48.13444444444445,36.79555555555555,36.79555555555555,32229.9005
31,31.899999999999995,48.367777777777775,37.39222222222222,37.39222222222222,32775.7685
32,32.68,48.51777777777777,37.96000000000001,37.96000000000001,33290.868
33,34.24,48.89444444444445,39.123333333333335,39.123333333333335,34356.889833333335
34,35.02,49.06333333333333,39.69888888888889,39.69888888888889,34891.10533333334
35,35.79,49.18222222222222,40.256666666666675,40.256666666666675,35381.78866666667
36,36.57,49.31222222222223,40.81888888888889,40.81888888888889,35916.348333333335
37,38.13,49.49111111111111,41.91777777777778,41.91777777777778,36913.369666666666
38,38.91,49.54333333333333,42.45444444444445,42.45444444444445,37406.0
39,39.69,49.63666666666667,43.00222222222222,43.00222222222222,37916.763000000006
40,40.46,49.75,43.559999999999995,43.559999999999995,38423.17966666666
41,42.02,49.873333333333335,44.63777777777777,44.63777777777777,39423.593499999995
42,42.8,49.86333333333333,45.152222222222214,45.152222222222214,39893.980833333335
43,43.58,49.849999999999994,45.666666666666664,45.666666666666664,40369.57983333334
44,45.13,49.78,46.68333333333333,46.68333333333333,41304.611833333336
45,45.91,49.78666666666666,47.20222222222222,47.20222222222222,41809.62233333333
46,46.69,49.84222222222222,47.739999999999995,47.739999999999995,42287.70916666667
47,47.47,49.867777777777775,48.26888888888888,48.26888888888888,42780.604999999996
48,49.02,49.87444444444444,49.306666666666665,49.306666666666665,43756.0225
49,49.8,49.83444444444444,49.812222222222225,49.812222222222225,44212.299
50,50.58,49.842222222222226,50.33333333333334,50.33333333333334,44703.20850000001
51,52.14,49.66111111111111,51.309999999999995,51.309999999999995,45612.68366666667
52,52.91,49.75888888888888,51.86,51.86,46120.703166666666
53,53.69,49.75333333333333,52.37777777777778,52.37777777777778,46595.30900000001
54,54.47,49.74333333333333,52.89333333333333,52.89333333333333,47077.929000000004
55,56.03,49.73888888888889,53.92888888888889,53.92888888888889,48037.48533333333
56,56.8,49.88666666666667,54.49777777777778,54.49777777777778,48553.09616666666
57,57.580000000000005,49.833333333333336,55.0,55.0,49030.02266666667
58,59.14,49.80888888888889,56.02777777777778,56.02777777777778,49977.415166666666
59,59.919999999999995,49.79222222222222,56.54333333333333,56.54333333333333,50451.97183333334
60,60.690000000000005,49.882222222222225,57.09111111111112,57.09111111111112,50964.278666666665
61,61.47,50.080000000000005,57.673333333333325,57.673333333333325,51496.38983333334
62,63.03,50.154444444444444,58.73888888888889,58.73888888888889,52479.44783333334
63,63.809999999999995,50.1888888888889,59.268888888888895,59.268888888888895,52970.337666666666
64,64.59,50.42777777777778,59.86666666666666,59.86666666666666,53529.814999999995
65,65.36,50.57999999999999,60.43555555555557,60.43555555555557,54047.29416666667
66,66.92,50.82222222222222,61.55444444444444,61.55444444444444,55063.401999999995
67,67.7,51.01555555555556,62.13777777777778,62.13777777777778,55602.06216666666
68,68.48,51.07777777777778,62.67666666666667,62.67666666666667,56096.5805
69,70.03,51.601111111111116,63.888888888888886,63.888888888888886,57195.62266666667
