,alpha_in,alpha_out,alpha_inout,alpha_inout_weight,Power [nW]
25,25.94,46.24111111111111,32.70333333333333,32.70333333333333,10319.28088888889
26,26.98,47.0,33.64888888888888,33.64888888888888,10621.199111111111
27,28.01,47.413333333333334,34.48111111111111,34.48111111111111,10891.056
28,29.049999999999997,47.74777777777778,35.282222222222224,35.282222222222224,11158.615111111112
29,30.09,47.96555555555555,36.04666666666667,36.04666666666667,11403.020444444444
30,31.130000000000003,48.45444444444445,36.901111111111106,36.901111111111106,11673.659555555558
31,32.16,48.86,37.72888888888889,37.72888888888889,11949.344000000001
32,33.2,48.98555555555556,38.46111111111111,38.46111111111111,12190.209777777778
33,34.24,49.31555555555556,39.266666666666666,39.266666666666666,12446.60266666667
34,35.28,49.42333333333333,39.99222222222223,39.99222222222223,12676.194666666666
35,35.97,49.66222222222222,40.53333333333333,40.53333333333333,12862.764444444445
36,36.66,49.48333333333333,40.93444444444444,40.93444444444444,12983.950222222222
37,37.35,49.690000000000005,41.464444444444446,41.464444444444446,13169.669333333333
38,38.39,49.763333333333335,42.18,42.18,13399.857777777777
39,39.43,49.92666666666666,42.92666666666667,42.92666666666667,13650.344888888887
40,40.46,49.94111111111111,43.62222222222223,43.62222222222223,13873.23911111111
41,41.5,50.14888888888889,44.38444444444444,44.38444444444444,14126.728000000003
42,42.54,50.10555555555555,45.05777777777777,45.05777777777777,14341.946666666667
43,43.58,49.892222222222216,45.68222222222223,45.68222222222223,14551.51377777778
44,44.61,50.09,46.441111111111105,46.441111111111105,14796.271111111111
45,45.65,50.04555555555555,47.11555555555555,47.11555555555555,15022.607111111112
46,46.69,50.00666666666667,47.79555555555555,47.79555555555555,15248.737777777777
47,47.73,49.797777777777775,48.41444444444444,48.41444444444444,15446.659555555556
48,48.76,49.81111111111111,49.114444444444445,49.114444444444445,15684.944000000003
49,49.8,49.66777777777778,49.75555555555556,49.75555555555556,15893.54311111111
50,50.84,49.788888888888884,50.49,50.49,16131.94488888889
51,51.88,49.845555555555556,51.19888888888889,51.19888888888889,16373.123555555558
52,52.91,49.76777777777778,51.86555555555556,51.86555555555556,16585.232888888888
53,53.95,49.60555555555556,52.50222222222222,52.50222222222222,16785.452444444447
54,54.99,49.57666666666666,53.18555555555555,53.18555555555555,17025.927111111112
55,56.03,49.75111111111111,53.93444444444444,53.93444444444444,17266.225777777778
56,57.059999999999995,49.6,54.57555555555555,54.57555555555555,17485.805333333337
57,58.099999999999994,49.60111111111111,55.26555555555555,55.26555555555555,17709.921777777774
58,59.14,49.44555555555556,55.90777777777779,55.90777777777779,17928.31822222222
59,60.18,49.83666666666667,56.73,56.73,18181.992888888886
60,60.86999999999999,49.77111111111111,57.169999999999995,57.169999999999995,18340.00177777778
61,61.559999999999995,49.591111111111104,57.57,57.57,18467.484444444446
62,62.25,49.96888888888889,58.15444444444446,58.15444444444446,18657.769777777776
63,63.29,49.77444444444445,58.78555555555555,58.78555555555555,18863.91466666667
64,64.33,49.85444444444445,59.50222222222222,59.50222222222222,19100.18488888889
65,65.36,49.93333333333334,60.221111111111114,60.221111111111114,19338.528
66,66.4,50.205555555555556,61.00222222222222,61.00222222222222,19599.144888888888
67,67.44,50.243333333333325,61.70777777777778,61.70777777777778,19830.809777777777
68,68.48,50.19333333333333,62.3811111111111,62.3811111111111,20055.102222222224
69,69.51,50.650000000000006,63.224444444444444,63.224444444444444,20325.037333333334
70,70.55,50.75666666666667,63.954444444444434,63.954444444444434,20566.890666666666
71,71.59,51.23777777777778,64.80555555555556,64.80555555555556,20848.148444444447
72,72.63,51.44444444444445,65.56555555555555,65.56555555555555,21092.974222222223
73,73.66,51.9388888888889,66.42333333333333,66.42333333333333,21375.75733333333
74,74.7,52.326666666666675,67.24333333333334,67.24333333333334,21634.917333333335
75,75.74,52.92111111111112,68.13222222222223,68.13222222222223,21931.428444444442
76,76.78,53.526666666666664,69.02666666666667,69.02666666666667,22218.738666666664
77,77.81,54.02777777777778,69.88555555555557,69.88555555555557,22492.98577777778
78,78.85,54.480000000000004,70.72888888888889,70.72888888888889,22764.739555555552
79,79.89,55.45666666666667,71.74555555555555,71.74555555555555,23106.38488888889
80,80.93,56.30777777777778,72.71777777777778,72.71777777777778,23412.908444444445
81,81.96,56.94111111111111,73.62333333333335,73.62333333333335,23704.198222222225
82,83.0,57.837777777777774,74.61333333333334,74.61333333333334,24024.498666666666
83,84.04,59.10666666666667,75.72888888888889,75.72888888888889,24379.324444444443
84,85.08,60.18555555555555,76.77888888888889,76.77888888888889,24724.284444444445
85,85.77,60.870000000000005,77.46777777777777,77.46777777777777,24949.857777777775
86,86.46,61.844444444444434,78.25444444444445,78.25444444444445,25200.032000000003
87,87.15,62.78999999999999,79.03,79.03,25434.835555555557
88,88.19,64.32555555555555,80.23333333333333,80.23333333333333,25832.556444444443
89,89.23,65.79,81.41444444444444,81.41444444444444,26208.179555555555
90,90.26,67.55444444444444,82.69555555555556,82.69555555555556,26620.870222222227
91,91.3,69.36999999999999,83.99111111111112,83.99111111111112,27020.60533333333
92,92.34,71.4511111111111,85.37666666666667,85.37666666666667,27462.688000000002
93,93.38,73.4,86.71666666666667,86.71666666666667,27886.662222222225
94,94.41,75.84666666666666,88.22444444444444,88.22444444444444,28361.422222222223
95,95.45,78.52111111111111,89.80666666666667,89.80666666666667,28858.827555555556
96,96.49,81.08777777777777,91.35555555555555,91.35555555555555,29342.866666666672
97,97.53,84.41888888888889,93.15666666666667,93.15666666666667,29908.159111111112
98,98.56,87.55444444444444,94.89444444444445,94.89444444444445,30447.305777777776
99,99.6,89.45555555555556,96.2188888888889,96.2188888888889,30857.07288888889
