,alpha_in,alpha_out,alpha_inout,alpha_inout_weight,Power [nW]
0,1.04,3.92,2.0,2.0,617.7596088888889
1,2.08,8.041111111111112,4.063333333333333,4.063333333333333,1261.2277333333336
2,3.11,11.247777777777777,5.8244444444444445,5.8244444444444445,1812.2514666666666
3,4.15,14.69111111111111,7.663333333333333,7.663333333333333,2388.3649777777778
4,5.19,17.696666666666665,9.356666666666666,9.356666666666666,2917.1755555555555
5,6.23,20.34222222222222,10.931111111111111,10.931111111111111,3404.721955555556
6,7.260000000000001,23.013333333333335,12.512222222222222,12.512222222222222,3904.0124444444446
7,8.3,25.46333333333333,14.020000000000001,14.020000000000001,4374.645244444445
8,9.34,27.26888888888889,15.314444444444442,15.314444444444442,4785.635555555556
9,10.38,29.627777777777776,16.793333333333333,16.793333333333333,5253.725155555556
10,11.41,31.40777777777778,18.077777777777776,18.077777777777776,5657.593333333333
11,12.45,33.361111111111114,19.42,19.42,6080.761866666668
12,13.14,34.18222222222223,20.154444444444447,20.154444444444447,6308.4296
13,13.83,35.05222222222222,20.905555555555555,20.905555555555555,6550.5342222222225
14,14.529999999999998,36.217777777777776,21.756666666666668,21.756666666666668,6812.857333333333
15,15.559999999999999,37.56333333333334,22.896666666666665,22.896666666666665,7182.549244444444
16,16.6,38.96777777777778,24.056666666666665,24.056666666666665,7546.771466666667
17,17.64,39.95333333333334,25.076666666666668,25.076666666666668,7872.562133333334
18,18.68,41.08222222222222,26.144444444444442,26.144444444444442,8214.33457777778
19,19.71,42.22,27.214444444444446,27.214444444444446,8551.918222222224
20,20.75,43.154444444444444,28.218888888888888,28.218888888888888,8877.012711111112
21,21.79,43.907777777777774,29.15888888888889,29.15888888888889,9181.372444444445
22,22.83,44.55444444444445,30.06666666666667,30.06666666666667,9474.911111111112
23,23.86,45.06777777777778,30.93,30.93,9751.543999999998
24,24.9,45.78333333333333,31.86,31.86,10048.602666666668
