PIPELINE,BW,PERCENTAGE,Area [um^2],Energy [fJ]
2,48,56,3847.614,6881.4500
2,48,58,3847.614,7086.4100
2,48,60,3847.614,7447.0100
2,48,63,3847.614,6946.2400
2,48,65,3847.614,7200.7800
2,48,67,3847.614,6911.8800
2,48,69,3847.614,7760.0100
2,48,71,3847.614,7775.7800
2,48,73,3847.614,7538.9900
2,48,75,3847.614,7442.9700
2,48,77,3847.614,8178.7500
2,48,79,3847.614,8019.6200
2,48,81,3847.614,8597.6200
2,48,83,3847.614,8080.0400
2,48,85,3847.614,8467.5100
2,48,88,3847.614,8666.5600
2,48,90,3847.614,9001.4000
2,48,92,3847.614,8615.3600
2,48,94,3847.614,8705.3900
2,48,96,3847.614,8787.2100
2,48,98,3847.614,8246.7200
2,48,100,3847.614,8522.8400
2,50,2,4170.019,3128.4400
2,50,4,4170.019,3488.6000
2,50,6,4170.019,3403.9600
2,50,8,4170.019,3347.2000
2,50,10,4170.019,3239.6900
2,50,12,4170.019,3269.2000
2,50,14,4170.019,3776.9100
2,50,16,4170.019,3638.0100
2,50,18,4170.019,3725.3900
2,50,20,4170.019,3777.5700
2,50,22,4170.019,4013.8700
2,50,24,4170.019,4132.9100
2,50,26,4170.019,4370.0500
2,50,28,4170.019,4219.7700
2,50,30,4170.019,4338.8600
2,50,32,4170.019,4352.7500
2,50,34,4170.019,4922.6300
2,50,36,4170.019,4940.0100
2,50,38,4170.019,4864.3200
2,50,40,4170.019,4429.7800
2,50,42,4170.019,4723.2000
2,50,44,4170.019,5013.2700
2,50,46,4170.019,4981.4500
2,50,48,4170.019,5034.1900
2,50,50,4170.019,4984.1000
2,50,52,4170.019,5257.0300
2,50,54,4170.019,5189.1200
2,50,56,4170.019,5320.1100
2,50,58,4170.019,5347.3800
2,50,60,4170.019,5378.5900
2,50,62,4170.019,5387.4800
2,50,64,4170.019,5145.8800
2,50,66,4170.019,5092.5500
2,50,68,4170.019,5847.4700
2,50,70,4170.019,5338.1900
2,50,72,4170.019,5665.9500
2,50,74,4170.019,5223.4600
2,50,76,4170.019,5562.2100
2,50,78,4170.019,5558.8400
2,50,80,4170.019,5057.2200
2,50,82,4170.019,5409.0300
2,50,84,4170.019,5414.0400
2,50,86,4170.019,5460.4600
2,50,88,4170.019,5493.5000
2,50,90,4170.019,5227.3100
2,50,92,4170.019,5246.3600
2,50,94,4170.019,5119.3000
2,50,96,4170.019,5155.8900
2,50,98,4170.019,4579.6800
2,50,100,4170.019,4500.9600
2,52,2,4653.732,3092.7000
2,52,4,4653.732,4167.2400
2,52,6,4653.732,3774.5600
2,52,8,4653.732,3779.7900
2,52,10,4653.732,3512.5400
2,52,12,4653.732,3628.5400
2,52,13,4653.732,4256.0100
2,52,15,4653.732,4077.5600
2,52,17,4653.732,4175.8700
2,52,19,4653.732,4161.6100
2,52,21,4653.732,4198.4500
2,52,23,4653.732,4390.4900
2,52,25,4653.732,4568.1200
2,52,27,4653.732,4756.3600
2,52,29,4653.732,5016.2300
2,52,31,4653.732,4735.8000
2,52,33,4653.732,4517.8800
2,52,35,4653.732,5263.9900
2,52,37,4653.732,5338.1900
2,52,38,4653.732,5276.4200
2,52,40,4653.732,5609.7300
2,52,42,4653.732,5280.4000
2,52,44,4653.732,5172.2000
2,52,46,4653.732,5357.1600
2,52,48,4653.732,5256.5700
2,52,50,4653.732,5412.9100
2,52,52,4653.732,5540.4500
2,52,54,4653.732,5471.1800
2,52,56,4653.732,5618.3300
2,52,58,4653.732,5746.4000
2,52,60,4653.732,5546.3900
2,52,62,4653.732,5495.8800
2,52,63,4653.732,5362.0200
2,52,65,4653.732,5041.1800
2,52,67,4653.732,6043.9600
2,52,69,4653.732,5899.8700
2,52,71,4653.732,5577.5300
2,52,73,4653.732,5526.6500
2,52,75,4653.732,5040.4400
2,52,77,4653.732,5314.8400
2,52,79,4653.732,5153.8100
2,52,81,4653.732,5645.8400
2,52,83,4653.732,5301.7700
2,52,85,4653.732,5075.5500
2,52,87,4653.732,5294.6700
2,52,88,4653.732,5264.1200
2,52,90,4653.732,5056.8900
2,52,92,4653.732,4950.4600
2,52,94,4653.732,4821.4000
2,52,96,4653.732,4852.3000
2,52,98,4653.732,4525.5900
2,52,100,4653.732,5362.5400
2,54,2,4884.864,3161.0600
2,54,4,4884.864,4420.5000
2,54,6,4884.864,3612.5000
2,54,7,4884.864,3829.9500
2,54,9,4884.864,3575.6200
2,54,11,4884.864,3381.5800
2,54,13,4884.864,3936.3800
2,54,15,4884.864,4238.7700
2,54,17,4884.864,4174.0000
2,54,19,4884.864,4245.3500
2,54,20,4884.864,4426.8900
2,54,22,4884.864,4170.6300
2,54,24,4884.864,4412.4400
2,54,26,4884.864,4840.9800
2,54,28,4884.864,4785.2000
2,54,30,4884.864,5077.6300
2,54,31,4884.864,4757.5400
2,54,33,4884.864,4605.3800
2,54,35,4884.864,5054.7800
2,54,37,4884.864,5298.6300
2,54,39,4884.864,5139.4000
2,54,41,4884.864,5707.1000
2,54,43,4884.864,5299.0300
2,54,44,4884.864,5379.4800
2,54,46,4884.864,5552.5500
2,54,48,4884.864,5478.2400
2,54,50,4884.864,5547.6500
2,54,52,4884.864,5954.1000
2,54,54,4884.864,5687.0300
2,54,56,4884.864,5836.3200
2,54,57,4884.864,5968.7800
2,54,59,4884.864,6042.0400
2,54,61,4884.864,6062.3400
2,54,63,4884.864,5961.8900
2,54,65,4884.864,5778.2000
2,54,67,4884.864,5855.6900
2,54,69,4884.864,6195.9600
2,54,70,4884.864,6010.8400
2,54,72,4884.864,6109.1000
2,54,74,4884.864,5869.8600
2,54,76,4884.864,6124.2400
2,54,78,4884.864,6042.8600
2,54,80,4884.864,5784.2200
2,54,81,4884.864,6260.3100
2,54,83,4884.864,5965.1100
2,54,85,4884.864,5863.1700
2,54,87,4884.864,6022.3400
2,54,89,4884.864,5882.1700
2,54,91,4884.864,6018.0900
2,54,93,4884.864,5784.6600
2,54,94,4884.864,6010.6800
2,54,96,4884.864,5629.0900
2,54,98,4884.864,5316.5200
2,54,100,4884.864,5369.0300
2,56,2,5365.418,3255.2900
2,56,4,5365.418,5207.1300
2,56,5,5365.418,4150.8400
2,56,7,5365.418,4319.0200
2,56,9,5365.418,3981.4800
2,56,11,5365.418,3741.4400
2,56,12,5365.418,4366.5600
2,56,14,5365.418,4761.8900
2,56,16,5365.418,4850.3900
2,56,18,5365.418,4609.1700
2,56,20,5365.418,4604.7200
2,56,21,5365.418,4705.7200
2,56,23,5365.418,5203.5200
2,56,25,5365.418,5401.8800
2,56,27,5365.418,5594.3400
2,56,29,5365.418,5200.0900
2,56,30,5365.418,5613.8000
2,56,32,5365.418,5674.6800
2,56,34,5365.418,6473.5100
2,56,36,5365.418,6508.1500
2,56,38,5365.418,5980.3400
2,56,39,5365.418,5666.5600
2,56,41,5365.418,6475.7500
2,56,43,5365.418,6487.6000
2,56,45,5365.418,6845.9700
2,56,46,5365.418,7037.5500
2,56,48,5365.418,6778.4700
2,56,50,5365.418,6617.0900
2,56,52,5365.418,6787.0800
2,56,54,5365.418,6726.5600
2,56,55,5365.418,6903.4100
2,56,57,5365.418,6926.7500
2,56,59,5365.418,7482.9200
2,56,61,5365.418,7791.1100
2,56,62,5365.418,6899.8700
2,56,64,5365.418,7134.1200
2,56,66,5365.418,6754.2000
2,56,68,5365.418,7815.8400
2,56,70,5365.418,7448.7200
2,56,71,5365.418,7858.4500
2,56,73,5365.418,7188.1300
2,56,75,5365.418,7306.9700
2,56,77,5365.418,7282.5200
2,56,79,5365.418,7571.7600
2,56,80,5365.418,7544.7800
2,56,82,5365.418,7715.4200
2,56,84,5365.418,7542.4400
2,56,86,5365.418,7942.1700
2,56,88,5365.418,7724.9900
2,56,89,5365.418,8064.5600
2,56,91,5365.418,7711.5800
2,56,93,5365.418,7897.4500
2,56,95,5365.418,7725.5400
2,56,96,5365.418,7191.8300
2,56,98,5365.418,7340.1900
2,56,100,5365.418,8217.0700
2,58,2,5619.606,3477.4800
2,58,3,5619.606,5180.1000
2,58,5,5619.606,4065.3700
2,58,7,5619.606,4257.1800
2,58,9,5619.606,4231.8100
2,58,10,5619.606,3813.8800
2,58,12,5619.606,4176.3900
2,58,14,5619.606,4581.2500
2,58,16,5619.606,4588.9400
2,58,17,5619.606,4571.0400
2,58,19,5619.606,4772.1900
2,58,21,5619.606,4893.2500
2,58,22,5619.606,4704.1900
2,58,24,5619.606,5055.9900
2,58,26,5619.606,5313.2000
2,58,28,5619.606,5181.2200
2,58,29,5619.606,5309.5700
2,58,31,5619.606,5614.1900
2,58,33,5619.606,5165.1900
2,58,34,5619.606,5922.3000
2,58,36,5619.606,5653.3100
2,58,38,5619.606,5718.0900
2,58,40,5619.606,5438.9000
2,58,41,5619.606,6413.7000
2,58,43,5619.606,5999.6600
2,58,45,5619.606,6412.3600
2,58,47,5619.606,6349.3100
2,58,48,5619.606,6134.5400
2,58,50,5619.606,6269.2400
2,58,52,5619.606,6478.4000
2,58,53,5619.606,6083.9500
2,58,55,5619.606,6431.9800
2,58,57,5619.606,6493.2700
2,58,59,5619.606,6372.1400
2,58,60,5619.606,6900.3000
2,58,62,5619.606,6770.9000
2,58,64,5619.606,6186.5300
2,58,66,5619.606,6563.5100
2,58,67,5619.606,7371.9900
2,58,69,5619.606,6724.0400
2,58,71,5619.606,6799.3100
2,58,72,5619.606,6775.6100
2,58,74,5619.606,6532.0000
2,58,76,5619.606,6705.2300
2,58,78,5619.606,6857.7400
2,58,79,5619.606,6187.7100
2,58,81,5619.606,6920.9700
2,58,83,5619.606,6668.9900
2,58,84,5619.606,6368.9100
2,58,86,5619.606,6684.1900
2,58,88,5619.606,6761.6800
2,58,90,5619.606,6676.4600
2,58,91,5619.606,6474.4500
2,58,93,5619.606,6430.5800
2,58,95,5619.606,6286.1600
2,58,97,5619.606,6095.6300
2,58,98,5619.606,5653.3400
2,58,100,5619.606,5701.1700
2,60,2,6128.822,3778.6700
2,60,3,6128.822,6668.3100
2,60,5,6128.822,5417.6700
2,60,7,6128.822,5345.0400
2,60,8,6128.822,4979.8900
2,60,10,6128.822,4753.6700
2,60,12,6128.822,5131.9900
2,60,13,6128.822,5200.0400
2,60,15,6128.822,5729.8100
2,60,17,6128.822,5684.7800
2,60,18,6128.822,5957.4300
2,60,20,6128.822,5717.8000
2,60,22,6128.822,5889.6800
2,60,23,6128.822,6292.4200
2,60,25,6128.822,6635.4100
2,60,27,6128.822,6579.9000
2,60,28,6128.822,6244.6500
2,60,30,6128.822,6855.9600
2,60,32,6128.822,6730.1400
2,60,33,6128.822,6663.6800
2,60,35,6128.822,7281.7600
2,60,37,6128.822,7732.0600
2,60,38,6128.822,7427.8900
2,60,40,6128.822,6542.1200
2,60,42,6128.822,7875.4000
2,60,43,6128.822,8153.6400
2,60,45,6128.822,8096.4900
2,60,47,6128.822,8165.4000
2,60,48,6128.822,8038.5200
2,60,50,6128.822,9208.5400
2,60,52,6128.822,8328.4400
2,60,53,6128.822,8033.1200
2,60,55,6128.822,8136.5800
2,60,57,6128.822,8612.1200
2,60,58,6128.822,8598.0300
2,60,60,6128.822,8271.0300
2,60,62,6128.822,8997.4100
2,60,63,6128.822,8348.3600
2,60,65,6128.822,8351.3200
2,60,67,6128.822,8228.5200
2,60,68,6128.822,9449.5100
2,60,70,6128.822,8937.8200
2,60,72,6128.822,9510.8500
2,60,73,6128.822,9093.8800
2,60,75,6128.822,9032.7000
2,60,77,6128.822,8577.4400
2,60,78,6128.822,9176.3900
2,60,80,6128.822,7992.3100
2,60,82,6128.822,9507.8900
2,60,83,6128.822,9190.9500
2,60,85,6128.822,9132.7600
2,60,87,6128.822,8920.0100
2,60,88,6128.822,8723.7000
2,60,90,6128.822,9015.2800
2,60,92,6128.822,8977.6600
2,60,93,6128.822,8628.8600
2,60,95,6128.822,8565.4200
2,60,97,6128.822,9054.5500
2,60,98,6128.822,7780.7600
2,60,100,6128.822,7618.1800
2,62,2,6386.171,3853.8300
2,62,3,6386.171,6427.4600
2,62,5,6386.171,5197.9600
2,62,6,6386.171,4881.8800
2,62,8,6386.171,4938.8000
2,62,10,6386.171,4623.4200
2,62,11,6386.171,4556.3100
2,62,13,6386.171,4737.1700
2,62,15,6386.171,5393.9800
2,62,16,6386.171,5192.8900
2,62,18,6386.171,5059.5600
2,62,19,6386.171,5261.6400
2,62,21,6386.171,4949.8000
2,62,23,6386.171,5674.2300
2,62,24,6386.171,5634.3900
2,62,26,6386.171,5921.5700
2,62,27,6386.171,5973.7400
2,62,29,6386.171,6152.5400
2,62,31,6386.171,5900.3100
2,62,32,6386.171,5917.4600
2,62,34,6386.171,6462.7500
2,62,35,6386.171,6516.6400
2,62,37,6386.171,6421.6600
2,62,39,6386.171,6542.5000
2,62,40,6386.171,6811.3800
2,62,42,6386.171,7028.9100
2,62,44,6386.171,6889.4300
2,62,45,6386.171,6910.3500
2,62,47,6386.171,7164.1100
2,62,48,6386.171,6855.1100
2,62,50,6386.171,6994.0800
2,62,52,6386.171,7279.5300
2,62,53,6386.171,6883.7800
2,62,55,6386.171,7487.9100
2,62,56,6386.171,7357.2700
2,62,58,6386.171,7314.6100
2,62,60,6386.171,7270.1200
2,62,61,6386.171,7325.6200
2,62,63,6386.171,7397.1900
2,62,65,6386.171,7196.7600
2,62,66,6386.171,7133.0900
2,62,68,6386.171,8312.0500
2,62,69,6386.171,7860.9400
2,62,71,6386.171,7624.9300
2,62,73,6386.171,7755.9100
2,62,74,6386.171,7368.4400
2,62,76,6386.171,7789.0700
2,62,77,6386.171,7618.2400
2,62,79,6386.171,7517.7400
2,62,81,6386.171,7602.7800
2,62,82,6386.171,7491.2400
2,62,84,6386.171,7649.4800
2,62,85,6386.171,7677.3300
2,62,87,6386.171,7360.0400
2,62,89,6386.171,7418.4400
2,62,90,6386.171,7511.3300
2,62,92,6386.171,7370.4200
2,62,94,6386.171,7107.8000
2,62,95,6386.171,7443.7100
2,62,97,6386.171,6799.8600
2,62,98,6386.171,6488.9200
2,62,100,6386.171,6313.6100
2,64,2,6926.589,4001.6800
2,64,3,6926.589,7052.5000
2,64,5,6926.589,5611.6200
2,64,6,6926.589,5562.6600
2,64,8,6926.589,5806.6600
2,64,9,6926.589,5662.3200
2,64,11,6926.589,5245.9500
2,64,12,6926.589,6034.0700
2,64,14,6926.589,6811.9400
2,64,16,6926.589,7139.5000
2,64,17,6926.589,6746.3500
2,64,19,6926.589,7096.2500
2,64,20,6926.589,7462.6200
2,64,22,6926.589,6944.2100
2,64,23,6926.589,7448.4500
2,64,25,6926.589,8204.1900
2,64,27,6926.589,7915.9500
2,64,28,6926.589,8181.2100
2,64,30,6926.589,8706.7000
2,64,31,6926.589,8635.3500
2,64,33,6926.589,7604.6500
2,64,34,6926.589,9085.3900
2,64,36,6926.589,9289.4000
2,64,38,6926.589,9610.3500
2,64,39,6926.589,9087.9300
2,64,41,6926.589,10345.4000
2,64,42,6926.589,9687.7000
2,64,44,6926.589,9340.0100
2,64,45,6926.589,9528.5200
2,64,47,6926.589,10442.7000
2,64,48,6926.589,10353.1000
2,64,50,6926.589,11721.7000
2,64,52,6926.589,10115.5000
2,64,53,6926.589,10286.8000
2,64,55,6926.589,10126.7000
2,64,56,6926.589,10765.3000
2,64,58,6926.589,10872.6000
2,64,59,6926.589,11044.6000
2,64,61,6926.589,11102.7000
2,64,62,6926.589,10773.7000
2,64,64,6926.589,10874.8000
2,64,66,6926.589,10183.4000
2,64,67,6926.589,11538.6000
2,64,69,6926.589,11885.2000
2,64,70,6926.589,11615.4000
2,64,72,6926.589,11693.3000
2,64,73,6926.589,11210.9000
2,64,75,6926.589,11553.8000
2,64,77,6926.589,11332.9000
2,64,78,6926.589,11958.5000
2,64,80,6926.589,11582.9000
2,64,81,6926.589,12327.2000
2,64,83,6926.589,11337.7000
2,64,84,6926.589,11478.4000
2,64,86,6926.589,11658.5000
2,64,88,6926.589,12083.5000
2,64,89,6926.589,12220.5000
2,64,91,6926.589,12303.2000
2,64,92,6926.589,11610.5000
2,64,94,6926.589,11343.9000
2,64,95,6926.589,11735.2000
2,64,97,6926.589,12192.8000
2,64,98,6926.589,10455.0000
2,64,100,6926.589,9847.5000
