INPUT,BW,PERCENTAGE,Area [um^2],Energy [fJ]
4,26,69,251.144,147.53
4,26,73,251.144,152.924
4,26,77,251.144,158.035
4,26,81,251.144,163.43
4,26,85,251.144,168.532
4,26,88,251.144,173.477
4,26,92,251.144,178.889
4,26,96,251.144,183.985
4,26,100,251.144,189.384
4,27,4,258.451,60.1887
4,27,7,258.451,65.7169
4,27,11,258.451,70.7106
4,27,15,258.451,75.8302
4,27,19,258.451,80.5028
4,27,22,258.451,86.2274
4,27,26,258.451,91.3457
4,27,30,258.451,96.4691
4,27,33,258.451,101.155
4,27,37,258.451,106.57
4,27,41,258.451,111.695
4,27,44,258.451,116.526
4,27,48,258.451,121.499
4,27,52,258.451,126.921
4,27,56,258.451,132.192
4,27,59,258.451,137.168
4,27,63,258.451,142.294
4,27,67,258.451,147.576
4,27,70,258.451,152.837
4,27,74,258.451,157.664
4,27,78,258.451,162.789
4,27,81,258.451,167.765
4,27,85,258.451,173.036
4,27,89,258.451,177.717
4,27,93,258.451,182.988
4,27,96,258.451,187.966
4,27,100,258.451,193.237
4,28,4,265.758,62.5311
4,28,7,265.758,68.1751
4,28,11,265.758,73.6083
4,28,14,265.758,78.7087
4,28,18,265.758,84.0836
4,28,21,265.758,89.3598
4,28,25,265.758,95.1963
4,28,29,265.758,100.138
4,28,32,265.758,105.704
4,28,36,265.758,111.088
4,28,39,265.758,116.199
4,28,43,265.758,121.438
4,28,46,265.758,126.557
4,28,50,265.758,132.401
4,28,54,265.758,137.349
4,28,57,265.758,142.913
4,28,61,265.758,148.453
4,28,64,265.758,153.701
4,28,68,265.758,159.093
4,28,71,265.758,164.209
4,28,75,265.758,169.901
4,28,79,265.758,174.695
4,28,82,265.758,180.254
4,28,86,265.758,185.645
4,28,89,265.758,190.75
4,28,93,265.758,195.99
4,28,96,265.758,201.104
4,28,100,265.758,206.797
4,29,3,273.064,63.4927
4,29,7,273.064,69.0054
4,29,10,273.064,74.139
4,29,14,273.064,79.1088
4,29,17,273.064,84.6507
4,29,21,273.064,89.9321
4,29,24,273.064,95.0448
4,29,28,273.064,100.296
4,29,31,273.064,105.427
4,29,34,273.064,110.689
4,29,38,273.064,115.502
4,29,41,273.064,120.63
4,29,45,273.064,126.196
4,29,48,273.064,130.866
4,29,52,273.064,136.435
4,29,55,273.064,141.841
4,29,59,273.064,146.804
4,29,62,273.064,152.376
4,29,66,273.064,157.632
4,29,69,273.064,162.602
4,29,72,273.064,167.865
4,29,76,273.064,172.987
4,29,79,273.064,178.106
4,29,83,273.064,183.067
4,29,86,273.064,188.195
4,29,90,273.064,193.598
4,29,93,273.064,198.269
4,29,97,273.064,203.542
4,29,100,273.064,209.096
4,30,3,280.371,65.3568
4,30,7,280.371,70.8662
4,30,10,280.371,76.1447
4,30,13,280.371,80.9715
4,30,17,280.371,86.3754
4,30,20,280.371,91.7915
4,30,23,280.371,96.765
4,30,27,280.371,102.319
4,30,30,280.371,107.586
4,30,33,280.371,112.409
4,30,37,280.371,117.822
4,30,40,280.371,123.09
4,30,43,280.371,128.054
4,30,47,280.371,133.617
4,30,50,280.371,138.891
4,30,53,280.371,143.858
4,30,57,280.371,149.422
4,30,60,280.371,154.834
4,30,63,280.371,159.803
4,30,67,280.371,165.226
4,30,70,280.371,170.48
4,30,73,280.371,175.302
4,30,77,280.371,180.721
4,30,80,280.371,185.986
4,30,83,280.371,190.799
4,30,87,280.371,196.22
4,30,90,280.371,201.48
4,30,93,280.371,206.298
4,30,97,280.371,211.866
4,30,100,280.371,217.275
4,31,3,287.678,66.5598
4,31,6,287.678,71.9337
4,31,10,287.678,77.2137
4,31,13,287.678,81.7595
4,31,16,287.678,87.0172
4,31,19,287.678,92.4376
4,31,23,287.678,97.276
4,31,26,287.678,102.687
4,31,29,287.678,107.663
4,31,32,287.678,112.645
4,31,35,287.678,117.617
4,31,39,287.678,122.593
4,31,42,287.678,128.017
4,31,45,287.678,132.991
4,31,48,287.678,137.966
4,31,52,287.678,143.389
4,31,55,287.678,148.658
4,31,58,287.678,153.338
4,31,61,287.678,158.76
4,31,65,287.678,164.177
4,31,68,287.678,168.716
4,31,71,287.678,173.986
4,31,74,287.678,179.109
4,31,77,287.678,183.937
4,31,81,287.678,189.06
4,31,84,287.678,194.039
4,31,87,287.678,199.163
4,31,90,287.678,203.991
4,31,94,287.678,209.115
4,31,97,287.678,214.536
4,31,100,287.678,219.658
4,32,3,294.985,68.588
4,32,6,294.985,74.6361
4,32,9,294.985,80.3598
4,32,12,294.985,86.0486
4,32,16,294.985,91.993
4,32,19,294.985,97.405
4,32,22,294.985,103.538
4,32,25,294.985,108.778
4,32,28,294.985,114.595
4,32,31,294.985,120.564
4,32,34,294.985,126.261
4,32,38,294.985,131.929
4,32,41,294.985,137.889
4,32,44,294.985,143.306
4,32,47,294.985,149.42
4,32,50,294.985,154.537
4,32,53,294.985,160.506
4,32,56,294.985,166.615
4,32,59,294.985,172.46
4,32,62,294.985,178.136
4,32,66,294.985,184.114
4,32,69,294.985,189.348
4,32,72,294.985,195.327
4,32,75,294.985,200.432
4,32,78,294.985,206.248
4,32,81,294.985,212.217
4,32,84,294.985,217.921
4,32,88,294.985,223.592
4,32,91,294.985,229.705
4,32,94,294.985,235.114
4,32,97,294.985,241.233
4,32,100,294.985,246.482
