,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,42.0,46.47,43.49,27909.1
1,add1,44.32,47.86,45.5,29191.3
2,add2,44.91,48.61,46.14,29533.0
3,mul0,10.03,41.95,25.99,223799.0
4,mul1,9.98,42.06,26.02,222861.0
5,mul2,10.06,42.17,26.11,223845.0
6,mul3,9.98,41.96,25.97,223064.0
7,reg_Q0,41.95,41.95,41.95,35602.0
8,reg_Q1,46.47,46.47,46.47,36737.0
9,reg_Q2,47.86,47.86,47.86,37088.0
10,reg_Y,48.61,48.61,48.61,35705.0
11,zfir_24bit,10.03,48.61,48.61,1156950.0
