,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,34.29,42.22,36.93,23940.6
1,add1,38.26,45.1,40.54,26252.7
2,add2,39.85,46.38,42.03,27132.0
3,mul0,4.93,34.28,19.61,114130.0
4,mul1,4.97,34.31,19.64,114852.0
5,mul2,5.0,34.3,19.65,115997.0
6,mul3,5.04,34.62,19.83,116620.0
7,reg_Q0,34.28,34.28,34.28,33647.0
8,reg_Q1,42.22,42.22,42.22,35653.0
9,reg_Q2,45.1,45.1,45.1,36385.0
10,reg_Y,46.38,46.38,46.38,35220.0
11,zfir_24bit,4.93,46.38,46.38,700679.0
