,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,49.2,49.73,49.38,30982.9
1,add1,49.39,49.96,49.58,31244.1
2,add2,49.56,50.03,49.71,31330.6
3,mul0,65.82,49.25,57.54,1394970.0
4,mul1,65.79,49.16,57.48,1392980.0
5,mul2,65.85,49.05,57.45,1395480.0
6,mul3,65.82,49.16,57.49,1395080.0
7,reg_Q0,49.25,49.25,49.25,37473.0
8,reg_Q1,49.73,49.73,49.73,37572.0
9,reg_Q2,49.96,49.96,49.96,37628.0
10,reg_Y,50.03,50.03,50.03,36019.0
11,zfir_24bit,65.82,50.03,50.03,5971250.0
