,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,48.86,49.54,49.09,30890.9
1,add1,49.11,49.91,49.38,31129.3
2,add2,49.39,49.85,49.54,31227.6
3,mul0,49.99,48.89,49.44,1062610.0
4,mul1,50.03,48.84,49.44,1065460.0
5,mul2,49.89,48.69,49.29,1061450.0
6,mul3,49.84,48.88,49.36,1061140.0
7,reg_Q0,48.89,48.89,48.89,37382.0
8,reg_Q1,49.54,49.54,49.54,37524.0
9,reg_Q2,49.91,49.91,49.91,37612.0
10,reg_Y,49.85,49.85,49.85,35979.0
11,zfir_24bit,49.99,49.85,49.85,4609230.0
