,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,47.9,58.3,51.36,32072.2
1,add1,55.18,41.64,50.67,28402.5
2,add2,38.52,54.13,43.72,29261.2
3,mul0,99.96,45.82,72.89,2105100.0
4,mul1,99.96,49.98,74.97,2106710.0
5,mul2,99.96,52.06,76.01,2106720.0
6,mul3,99.96,35.4,67.68,2101880.0
7,reg_Q0,45.82,45.82,45.82,37358.0
8,reg_Q1,58.3,58.3,58.3,40334.0
9,reg_Q2,41.64,41.64,41.64,36340.0
10,reg_Y,54.13,54.13,54.13,37008.0
11,zfir_24bit,99.96,54.13,54.13,8884540.0
