,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,48.94,47.89,48.59,31128.0
1,add1,51.02,45.81,49.28,28351.1
2,add2,57.26,60.37,58.3,36482.6
3,mul0,99.96,35.4,67.68,2102690.0
4,mul1,99.96,62.48,81.22,2109660.0
5,mul2,99.96,54.15,77.05,2107870.0
6,mul3,99.96,68.72,84.34,2111220.0
7,reg_Q0,35.4,35.4,35.4,34831.0
8,reg_Q1,47.89,47.89,47.89,37902.0
9,reg_Q2,45.81,45.81,45.81,37358.0
10,reg_Y,60.37,60.37,60.37,38376.0
11,zfir_24bit,99.96,60.37,60.37,8899230.0
