,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,48.8,49.58,49.06,30885.2
1,add1,49.16,49.88,49.4,31145.3
2,add2,49.39,50.0,49.59,31247.7
3,mul0,49.98,48.81,49.4,1062380.0
4,mul1,49.93,48.81,49.37,1061440.0
5,mul2,49.94,48.75,49.34,1064490.0
6,mul3,49.99,48.91,49.45,1063600.0
7,reg_Q0,48.81,48.81,48.81,37357.0
8,reg_Q1,49.58,49.58,49.58,37532.0
9,reg_Q2,49.88,49.88,49.88,37608.0
10,reg_Y,50.0,50.0,50.0,36008.0
11,zfir_24bit,49.98,50.0,50.0,4610520.0
