,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,48.93,49.61,49.15,30899.7
1,add1,49.36,49.94,49.56,31229.4
2,add2,49.52,49.95,49.67,31295.0
3,mul0,55.05,48.91,51.98,1170300.0
4,mul1,55.0,48.96,51.98,1167540.0
5,mul2,55.06,49.13,52.09,1169620.0
6,mul3,55.01,49.11,52.06,1167510.0
7,reg_Q0,48.91,48.91,48.91,37385.0
8,reg_Q1,49.61,49.61,49.61,37538.0
9,reg_Q2,49.94,49.94,49.94,37623.0
10,reg_Y,49.95,49.95,49.95,35999.0
11,zfir_24bit,55.05,49.95,49.95,5044580.0
