,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,42.03,46.36,43.48,27902.6
1,add1,44.24,47.92,45.46,29171.4
2,add2,44.98,48.71,46.22,29584.7
3,mul0,9.99,41.98,25.98,221624.0
4,mul1,10.02,42.09,26.06,223404.0
5,mul2,10.02,42.11,26.07,223010.0
6,mul3,9.99,42.04,26.02,221876.0
7,reg_Q0,41.98,41.98,41.98,35611.0
8,reg_Q1,46.36,46.36,46.36,36714.0
9,reg_Q2,47.92,47.92,47.92,37103.0
10,reg_Y,48.71,48.71,48.71,35729.0
11,zfir_24bit,9.99,48.71,48.71,1153190.0
