,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,49.46,50.05,49.65,31127.2
1,add1,49.74,49.92,49.8,31379.7
2,add2,49.62,49.97,49.74,31349.3
3,mul0,74.97,49.51,62.24,1587270.0
4,mul1,74.87,49.41,62.14,1585730.0
5,mul2,74.95,49.44,62.19,1586150.0
6,mul3,74.92,49.33,62.12,1583940.0
7,reg_Q0,49.51,49.51,49.51,37537.0
8,reg_Q1,50.05,50.05,50.05,37649.0
9,reg_Q2,49.92,49.92,49.92,37615.0
10,reg_Y,49.97,49.97,49.97,36004.0
11,zfir_24bit,74.97,49.97,49.97,6755820.0
