,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,49.4,49.89,49.56,31055.3
1,add1,49.62,49.87,49.7,31311.0
2,add2,49.64,49.88,49.72,31345.0
3,mul0,74.96,49.37,62.16,1585470.0
4,mul1,75.01,49.43,62.22,1587190.0
5,mul2,74.98,49.36,62.17,1585380.0
6,mul3,74.88,49.42,62.15,1582840.0
7,reg_Q0,49.37,49.37,49.37,37503.0
8,reg_Q1,49.89,49.89,49.89,37607.0
9,reg_Q2,49.87,49.87,49.87,37603.0
10,reg_Y,49.88,49.88,49.88,35985.0
11,zfir_24bit,74.96,49.88,49.88,6753300.0
