,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,44.77,68.72,52.75,34236.1
1,add1,62.47,43.72,56.22,33826.9
2,add2,52.06,56.21,53.44,31559.7
3,mul0,99.96,31.24,65.6,2101130.0
4,mul1,99.96,58.31,79.14,2108430.0
5,mul2,99.96,56.23,78.09,2107680.0
6,mul3,99.96,60.39,80.18,2108850.0
7,reg_Q0,31.24,31.24,31.24,33837.0
8,reg_Q1,68.72,68.72,68.72,42891.0
9,reg_Q2,43.72,43.72,43.72,36832.0
10,reg_Y,56.21,56.21,56.21,37470.0
11,zfir_24bit,99.96,56.21,56.21,8900110.0
