,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,48.91,49.68,49.17,30926.7
1,add1,49.22,49.85,49.43,31168.5
2,add2,49.33,49.83,49.5,31191.4
3,mul0,50.02,48.91,49.47,1064320.0
4,mul1,49.96,48.91,49.44,1061930.0
5,mul2,49.99,48.77,49.38,1064680.0
6,mul3,49.96,48.81,49.39,1064550.0
7,reg_Q0,48.91,48.91,48.91,37386.0
8,reg_Q1,49.68,49.68,49.68,37554.0
9,reg_Q2,49.85,49.85,49.85,37598.0
10,reg_Y,49.83,49.83,49.83,35973.0
11,zfir_24bit,50.02,49.83,49.83,4614110.0
