,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,48.01,49.33,48.45,30653.0
1,add1,48.68,49.77,49.04,30997.8
2,add2,48.91,49.78,49.2,31034.4
3,mul0,33.31,47.99,40.65,711030.0
4,mul1,33.31,48.04,40.67,712198.0
5,mul2,33.34,48.03,40.68,716137.0
6,mul3,33.34,48.05,40.69,714325.0
7,reg_Q0,47.99,47.99,47.99,37147.0
8,reg_Q1,49.33,49.33,49.33,37470.0
9,reg_Q2,49.77,49.77,49.77,37577.0
10,reg_Y,49.78,49.78,49.78,35964.0
11,zfir_24bit,33.31,49.78,49.78,3175810.0
