,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,48.08,49.23,48.46,30650.1
1,add1,48.66,49.73,49.02,30982.4
2,add2,48.83,49.93,49.2,31042.7
3,mul0,33.36,48.01,40.69,713610.0
4,mul1,33.35,48.16,40.75,714644.0
5,mul2,33.38,48.09,40.74,714420.0
6,mul3,33.26,47.94,40.6,711534.0
7,reg_Q0,48.01,48.01,48.01,37149.0
8,reg_Q1,49.23,49.23,49.23,37441.0
9,reg_Q2,49.73,49.73,49.73,37567.0
10,reg_Y,49.93,49.93,49.93,35995.0
11,zfir_24bit,33.36,49.93,49.93,3176270.0
