,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,49.46,50.02,49.64,31118.2
1,add1,49.68,49.92,49.76,31359.5
2,add2,49.64,49.96,49.74,31361.0
3,mul0,74.94,49.57,62.25,1584240.0
4,mul1,74.97,49.35,62.16,1587700.0
5,mul2,74.95,49.35,62.15,1586790.0
6,mul3,75.03,49.36,62.19,1588160.0
7,reg_Q0,49.57,49.57,49.57,37554.0
8,reg_Q1,50.02,50.02,50.02,37640.0
9,reg_Q2,49.92,49.92,49.92,37617.0
10,reg_Y,49.96,49.96,49.96,36001.0
11,zfir_24bit,74.94,49.96,49.96,6759670.0
