,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,48.84,49.74,49.14,30932.3
1,add1,49.25,49.9,49.47,31185.8
2,add2,49.36,50.0,49.57,31240.3
3,mul0,50.08,48.83,49.46,1063710.0
4,mul1,50.03,48.85,49.44,1062010.0
5,mul2,49.94,48.77,49.35,1060860.0
6,mul3,49.96,48.82,49.39,1061730.0
7,reg_Q0,48.83,48.83,48.83,37366.0
8,reg_Q1,49.74,49.74,49.74,37570.0
9,reg_Q2,49.9,49.9,49.9,37609.0
10,reg_Y,50.0,50.0,50.0,36015.0
11,zfir_24bit,50.08,50.0,50.0,4607060.0
