,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,47.19,48.85,47.74,30290.1
1,add1,48.02,49.38,48.47,30758.9
2,add2,48.32,49.63,48.76,30854.1
3,mul0,25.04,47.25,36.14,540402.0
4,mul1,24.97,47.13,36.05,538107.0
5,mul2,25.08,47.19,36.14,540963.0
6,mul3,25.05,47.26,36.16,542367.0
7,reg_Q0,47.25,47.25,47.25,36956.0
8,reg_Q1,48.85,48.85,48.85,37345.0
9,reg_Q2,49.38,49.38,49.38,37480.0
10,reg_Y,49.63,49.63,49.63,35930.0
11,zfir_24bit,25.04,49.63,49.63,2464940.0
