,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,49.85,50.31,50.0,31295.1
1,add1,50.02,49.88,49.97,31449.1
2,add2,49.84,50.06,49.91,31470.2
3,mul0,89.92,49.87,69.89,1899750.0
4,mul1,89.97,49.84,69.9,1900400.0
5,mul2,89.9,49.74,69.82,1899750.0
6,mul3,89.97,49.8,69.89,1901100.0
7,reg_Q0,49.87,49.87,49.87,37632.0
8,reg_Q1,50.31,50.31,50.31,37714.0
9,reg_Q2,49.88,49.88,49.88,37614.0
10,reg_Y,50.06,50.06,50.06,36024.0
11,zfir_24bit,89.92,50.06,50.06,8046250.0
