,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,49.46,49.88,49.6,31093.5
1,add1,49.58,49.93,49.7,31317.9
2,add2,49.66,50.01,49.77,31366.4
3,mul0,74.96,49.47,62.22,1586930.0
4,mul1,74.98,49.45,62.21,1585550.0
5,mul2,75.0,49.29,62.15,1586600.0
6,mul3,75.04,49.39,62.21,1588070.0
7,reg_Q0,49.47,49.47,49.47,37535.0
8,reg_Q1,49.88,49.88,49.88,37605.0
9,reg_Q2,49.93,49.93,49.93,37619.0
10,reg_Y,50.01,50.01,50.01,36010.0
11,zfir_24bit,74.96,50.01,50.01,6759690.0
