,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,49.42,49.9,49.58,31053.9
1,add1,49.67,49.95,49.76,31364.0
2,add2,49.62,49.93,49.72,31334.8
3,mul0,74.93,49.33,62.13,1582730.0
4,mul1,74.98,49.51,62.24,1586690.0
5,mul2,75.03,49.44,62.24,1585050.0
6,mul3,74.97,49.3,62.13,1586100.0
7,reg_Q0,49.33,49.33,49.33,37497.0
8,reg_Q1,49.9,49.9,49.9,37612.0
9,reg_Q2,49.95,49.95,49.95,37624.0
10,reg_Y,49.93,49.93,49.93,35991.0
11,zfir_24bit,74.93,49.93,49.93,6753140.0
