,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,48.99,49.74,49.24,30963.7
1,add1,49.3,49.84,49.48,31185.6
2,add2,49.42,49.93,49.59,31252.9
3,mul0,54.97,49.05,52.01,1167430.0
4,mul1,54.92,48.93,51.93,1166710.0
5,mul2,55.02,48.88,51.95,1169730.0
6,mul3,55.01,49.0,52.01,1167520.0
7,reg_Q0,49.05,49.05,49.05,37422.0
8,reg_Q1,49.74,49.74,49.74,37567.0
9,reg_Q2,49.84,49.84,49.84,37597.0
10,reg_Y,49.93,49.93,49.93,35998.0
11,zfir_24bit,54.97,49.93,49.93,5040830.0
