,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,49.64,50.1,49.8,31172.5
1,add1,49.92,49.87,49.9,31412.9
2,add2,49.78,50.02,49.86,31436.5
3,mul0,90.01,49.7,69.86,1903010.0
4,mul1,89.92,49.59,69.75,1900470.0
5,mul2,90.03,49.74,69.88,1900780.0
6,mul3,89.96,49.69,69.83,1901370.0
7,reg_Q0,49.7,49.7,49.7,37593.0
8,reg_Q1,50.1,50.1,50.1,37660.0
9,reg_Q2,49.87,49.87,49.87,37604.0
10,reg_Y,50.02,50.02,50.02,36020.0
11,zfir_24bit,90.01,50.02,50.02,8050610.0
