,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,34.25,41.98,36.83,23868.7
1,add1,38.07,44.89,40.34,26120.1
2,add2,39.63,46.4,41.89,27051.3
3,mul0,5.02,34.42,19.72,114725.0
4,mul1,4.98,34.08,19.53,115014.0
5,mul2,5.01,34.16,19.59,115812.0
6,mul3,5.02,34.37,19.7,115319.0
7,reg_Q0,34.42,34.42,34.42,33688.0
8,reg_Q1,41.98,41.98,41.98,35596.0
9,reg_Q2,44.89,44.89,44.89,36331.0
10,reg_Y,46.4,46.4,46.4,35221.0
11,zfir_24bit,5.02,46.4,46.4,699652.0
