,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,41.94,46.48,43.45,27898.4
1,add1,44.28,47.88,45.48,29176.8
2,add2,44.99,48.75,46.24,29592.7
3,mul0,10.03,42.07,26.05,223939.0
4,mul1,9.97,41.81,25.89,222339.0
5,mul2,10.02,42.09,26.05,223849.0
6,mul3,9.98,42.11,26.05,223140.0
7,reg_Q0,42.07,42.07,42.07,35639.0
8,reg_Q1,46.48,46.48,46.48,36743.0
9,reg_Q2,47.88,47.88,47.88,37094.0
10,reg_Y,48.75,48.75,48.75,35740.0
11,zfir_24bit,10.03,48.75,48.75,1156680.0
