,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,47.92,49.41,48.42,30624.9
1,add1,48.69,49.69,49.02,30979.4
2,add2,48.81,49.74,49.12,30993.3
3,mul0,33.37,47.87,40.62,714832.0
4,mul1,33.4,47.97,40.68,714300.0
5,mul2,33.28,47.97,40.62,712379.0
6,mul3,33.31,47.93,40.62,712655.0
7,reg_Q0,47.87,47.87,47.87,37117.0
8,reg_Q1,49.41,49.41,49.41,37490.0
9,reg_Q2,49.69,49.69,49.69,37558.0
10,reg_Y,49.74,49.74,49.74,35957.0
11,zfir_24bit,33.37,49.74,49.74,3176110.0
