,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,49.98,54.66,51.54,40844.3
1,add1,55.44,39.04,49.97,41491.6
2,add2,49.97,53.09,51.01,43011.6
3,mul0,99.96,48.42,74.19,4574200.0
4,mul1,99.96,51.54,75.75,4575500.0
5,mul2,99.96,56.23,78.09,4576990.0
6,mul3,99.96,60.91,80.44,4578860.0
7,reg_Q0,48.42,48.42,48.42,50674.0
8,reg_Q1,54.66,54.66,54.66,52662.0
9,reg_Q2,39.04,39.04,39.04,47622.0
10,reg_Y,53.09,53.09,53.09,49044.0
11,zfir_32bit,99.96,53.09,53.09,18934800.0
