,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,48.48,49.42,48.79,41439.2
1,add1,48.95,49.76,49.22,41769.3
2,add2,49.12,49.73,49.33,41806.6
3,mul0,33.04,48.46,40.75,1531570.0
4,mul1,33.16,48.5,40.83,1534810.0
5,mul2,33.12,48.48,40.8,1531570.0
6,mul3,33.1,48.49,40.79,1532770.0
7,reg_Q0,48.46,48.46,48.46,49678.0
8,reg_Q1,49.42,49.42,49.42,49978.0
9,reg_Q2,49.76,49.76,49.76,50096.0
10,reg_Y,49.73,49.73,49.73,47935.0
11,zfir_32bit,33.04,49.73,49.73,6563010.0
