,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,47.14,48.81,47.7,40719.7
1,add1,47.97,49.44,48.46,41327.5
2,add2,48.28,49.63,48.73,41499.0
3,mul0,19.98,47.17,33.58,927969.0
4,mul1,19.94,47.13,33.53,931966.0
5,mul2,19.98,47.12,33.55,931053.0
6,mul3,19.99,47.14,33.57,935518.0
7,reg_Q0,47.17,47.17,47.17,49240.0
8,reg_Q1,48.81,48.81,48.81,49774.0
9,reg_Q2,49.44,49.44,49.44,49988.0
10,reg_Y,49.63,49.63,49.63,47906.0
11,zfir_32bit,19.98,49.63,49.63,4118530.0
