,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,43.84,47.32,45.0,38644.6
1,add1,45.57,48.37,46.5,39932.5
2,add2,46.08,48.96,47.04,40300.7
3,mul0,9.98,43.85,26.91,471786.0
4,mul1,9.99,43.83,26.91,473799.0
5,mul2,9.99,43.81,26.9,474299.0
6,mul3,9.99,43.8,26.9,475458.0
7,reg_Q0,43.85,43.85,43.85,48106.0
8,reg_Q1,47.32,47.32,47.32,49276.0
9,reg_Q2,48.37,48.37,48.37,49624.0
10,reg_Y,48.96,48.96,48.96,47714.0
11,zfir_32bit,9.98,48.96,48.96,2251560.0
