,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,37.62,43.92,39.72,34358.1
1,add1,40.79,46.23,42.6,36830.9
2,add2,41.87,47.27,43.67,37667.4
3,mul0,5.0,37.61,21.3,243507.0
4,mul1,5.0,37.63,21.32,242767.0
5,mul2,5.02,37.66,21.34,245834.0
6,mul3,4.97,37.52,21.24,241086.0
7,reg_Q0,37.61,37.61,37.61,45990.0
8,reg_Q1,43.92,43.92,43.92,48120.0
9,reg_Q2,46.23,46.23,46.23,48899.0
10,reg_Y,47.27,47.27,47.27,47214.0
11,zfir_32bit,5.0,47.27,47.27,1300340.0
