,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,47.79,49.11,48.23,41082.1
1,add1,48.48,49.55,48.83,41568.7
2,add2,48.71,49.81,49.08,41705.2
3,mul0,25.01,47.75,36.38,1164950.0
4,mul1,24.99,47.83,36.41,1170730.0
5,mul2,24.9,47.85,36.37,1160160.0
6,mul3,24.96,47.89,36.42,1161950.0
7,reg_Q0,47.75,47.75,47.75,49433.0
8,reg_Q1,49.11,49.11,49.11,49881.0
9,reg_Q2,49.55,49.55,49.55,50023.0
10,reg_Y,49.81,49.81,49.81,47959.0
11,zfir_32bit,25.01,49.81,49.81,5065500.0
