,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,47.12,48.86,47.7,40708.1
1,add1,48.05,49.27,48.46,41326.2
2,add2,48.25,49.53,48.67,41455.1
3,mul0,19.93,47.15,33.54,930849.0
4,mul1,19.96,47.09,33.53,928771.0
5,mul2,19.97,47.25,33.61,931203.0
6,mul3,20.02,47.23,33.62,935523.0
7,reg_Q0,47.15,47.15,47.15,49233.0
8,reg_Q1,48.86,48.86,48.86,49792.0
9,reg_Q2,49.27,49.27,49.27,49934.0
10,reg_Y,49.53,49.53,49.53,47879.0
11,zfir_32bit,19.93,49.53,49.53,4118170.0
