,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,49.22,49.81,49.41,41770.0
1,add1,49.49,50.01,49.66,42088.5
2,add2,49.56,49.95,49.69,42069.6
3,mul0,55.0,49.22,52.11,2541230.0
4,mul1,55.01,49.22,52.11,2535540.0
5,mul2,55.02,49.18,52.1,2539470.0
6,mul3,54.92,49.12,52.02,2529520.0
7,reg_Q0,49.22,49.22,49.22,49943.0
8,reg_Q1,49.81,49.81,49.81,50112.0
9,reg_Q2,50.01,50.01,50.01,50183.0
10,reg_Y,49.95,49.95,49.95,47996.0
11,zfir_32bit,55.0,49.95,49.95,10643200.0
