,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,49.8,50.2,49.94,42066.7
1,add1,49.96,49.71,49.88,42199.0
2,add2,49.81,49.9,49.84,42186.7
3,mul0,89.95,49.84,69.89,4127150.0
4,mul1,89.99,49.77,69.88,4134130.0
5,mul2,89.95,49.72,69.83,4127340.0
6,mul3,89.93,49.92,69.93,4125900.0
7,reg_Q0,49.84,49.84,49.84,50155.0
8,reg_Q1,50.2,50.2,50.2,50249.0
9,reg_Q2,49.71,49.71,49.71,50083.0
10,reg_Y,49.9,49.9,49.9,47988.0
11,zfir_32bit,89.95,49.9,49.9,17114300.0
