,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,49.19,49.79,49.39,41795.4
1,add1,49.49,49.97,49.65,42077.8
2,add2,49.56,49.97,49.69,42081.5
3,mul0,50.01,49.12,49.56,2305000.0
4,mul1,49.96,49.27,49.61,2306860.0
5,mul2,49.96,49.2,49.58,2305110.0
6,mul3,50.0,49.15,49.57,2306050.0
7,reg_Q0,49.12,49.12,49.12,49903.0
8,reg_Q1,49.79,49.79,49.79,50112.0
9,reg_Q2,49.97,49.97,49.97,50176.0
10,reg_Y,49.97,49.97,49.97,48006.0
11,zfir_32bit,50.01,49.97,49.97,9705910.0
