,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,49.19,49.81,49.4,41777.6
1,add1,49.51,50.04,49.69,42081.8
2,add2,49.62,49.98,49.74,42105.3
3,mul0,55.06,49.3,52.18,2533310.0
4,mul1,54.98,49.09,52.04,2526740.0
5,mul2,54.99,49.21,52.1,2525410.0
6,mul3,55.0,49.21,52.1,2520270.0
7,reg_Q0,49.3,49.3,49.3,49966.0
8,reg_Q1,49.81,49.81,49.81,50117.0
9,reg_Q2,50.04,50.04,50.04,50194.0
10,reg_Y,49.98,49.98,49.98,48006.0
11,zfir_32bit,55.06,49.98,49.98,10603200.0
