,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,48.45,49.46,48.79,41431.1
1,add1,48.99,49.75,49.24,41793.9
2,add2,49.06,49.94,49.35,41827.2
3,mul0,33.09,48.48,40.79,1538150.0
4,mul1,33.04,48.42,40.73,1529300.0
5,mul2,33.12,48.53,40.82,1544430.0
6,mul3,33.07,48.37,40.72,1535280.0
7,reg_Q0,48.48,48.48,48.48,49688.0
8,reg_Q1,49.46,49.46,49.46,50001.0
9,reg_Q2,49.75,49.75,49.75,50096.0
10,reg_Y,49.94,49.94,49.94,47995.0
11,zfir_32bit,33.09,49.94,49.94,6579570.0
