,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,49.51,49.99,49.67,41885.6
1,add1,49.7,49.9,49.77,42141.2
2,add2,49.73,49.92,49.79,42146.9
3,mul0,74.97,49.52,62.25,3448160.0
4,mul1,75.03,49.5,62.26,3444740.0
5,mul2,74.98,49.42,62.2,3445910.0
6,mul3,74.93,49.57,62.25,3443650.0
7,reg_Q0,49.52,49.52,49.52,50045.0
8,reg_Q1,49.99,49.99,49.99,50174.0
9,reg_Q2,49.9,49.9,49.9,50149.0
10,reg_Y,49.92,49.92,49.92,47992.0
11,zfir_32bit,74.97,49.92,49.92,14338400.0
