,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,47.24,48.97,47.82,40806.5
1,add1,48.08,49.3,48.49,41370.3
2,add2,48.19,49.66,48.68,41474.7
3,mul0,19.96,47.24,33.6,936574.0
4,mul1,20.0,47.26,33.63,934485.0
5,mul2,19.99,47.2,33.6,937754.0
6,mul3,19.98,47.09,33.54,939608.0
7,reg_Q0,47.24,47.24,47.24,49260.0
8,reg_Q1,48.97,48.97,48.97,49832.0
9,reg_Q2,49.3,49.3,49.3,49938.0
10,reg_Y,49.66,49.66,49.66,47911.0
11,zfir_32bit,19.96,49.66,49.66,4140680.0
