,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,49.52,49.96,49.67,41890.7
1,add1,49.79,50.01,49.86,42224.5
2,add2,49.81,49.95,49.86,42202.7
3,mul0,74.99,49.55,62.27,3447220.0
4,mul1,74.96,49.49,62.22,3444530.0
5,mul2,74.84,49.62,62.23,3439900.0
6,mul3,74.93,49.62,62.27,3448990.0
7,reg_Q0,49.55,49.55,49.55,50057.0
8,reg_Q1,49.96,49.96,49.96,50170.0
9,reg_Q2,50.01,50.01,50.01,50186.0
10,reg_Y,49.95,49.95,49.95,48000.0
11,zfir_32bit,74.99,49.95,49.95,14336500.0
