,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,48.46,49.51,48.81,41476.5
1,add1,49.0,49.62,49.2,41771.0
2,add2,49.05,49.74,49.28,41757.3
3,mul0,33.15,48.44,40.79,1538360.0
4,mul1,33.12,48.49,40.8,1532570.0
5,mul2,33.13,48.49,40.81,1535370.0
6,mul3,33.15,48.49,40.82,1534620.0
7,reg_Q0,48.44,48.44,48.44,49674.0
8,reg_Q1,49.51,49.51,49.51,50017.0
9,reg_Q2,49.62,49.62,49.62,50048.0
10,reg_Y,49.74,49.74,49.74,47938.0
11,zfir_32bit,33.15,49.74,49.74,6573420.0
