,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,47.89,49.21,48.33,41162.4
1,add1,48.55,49.55,48.88,41629.6
2,add2,48.68,49.76,49.04,41677.0
3,mul0,24.96,47.9,36.43,1162150.0
4,mul1,25.03,47.88,36.46,1166270.0
5,mul2,24.99,47.89,36.44,1166070.0
6,mul3,24.99,47.81,36.4,1163450.0
7,reg_Q0,47.9,47.9,47.9,49490.0
8,reg_Q1,49.21,49.21,49.21,49913.0
9,reg_Q2,49.55,49.55,49.55,50025.0
10,reg_Y,49.76,49.76,49.76,47942.0
11,zfir_32bit,24.96,49.76,49.76,5065950.0
