,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,37.53,43.84,39.64,34293.7
1,add1,40.72,46.2,42.54,36785.2
2,add2,41.92,47.31,43.71,37704.3
3,mul0,5.02,37.4,21.21,245731.0
4,mul1,4.99,37.67,21.33,244277.0
5,mul2,4.99,37.6,21.29,242838.0
6,mul3,4.99,37.63,21.31,242758.0
7,reg_Q0,37.4,37.4,37.4,45916.0
8,reg_Q1,43.84,43.84,43.84,48086.0
9,reg_Q2,46.2,46.2,46.2,48891.0
10,reg_Y,47.31,47.31,47.31,47226.0
11,zfir_32bit,5.02,47.31,47.31,1302580.0
