,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,49.19,49.78,49.39,41769.0
1,add1,49.56,49.91,49.68,42081.8
2,add2,49.58,49.96,49.71,42088.4
3,mul0,55.06,49.12,52.09,2534310.0
4,mul1,54.93,49.26,52.1,2530910.0
5,mul2,54.96,49.34,52.15,2534960.0
6,mul3,55.04,49.25,52.14,2532810.0
7,reg_Q0,49.12,49.12,49.12,49909.0
8,reg_Q1,49.78,49.78,49.78,50109.0
9,reg_Q2,49.91,49.91,49.91,50147.0
10,reg_Y,49.96,49.96,49.96,48001.0
11,zfir_32bit,55.06,49.96,49.96,10630400.0
