,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,37.52,43.92,39.65,34300.9
1,add1,40.69,46.09,42.49,36729.1
2,add2,41.81,47.32,43.65,37651.3
3,mul0,5.02,37.55,21.28,244627.0
4,mul1,4.99,37.5,21.24,243026.0
5,mul2,5.01,37.47,21.24,244247.0
6,mul3,4.99,37.54,21.27,245475.0
7,reg_Q0,37.55,37.55,37.55,45964.0
8,reg_Q1,43.92,43.92,43.92,48117.0
9,reg_Q2,46.09,46.09,46.09,48851.0
10,reg_Y,47.32,47.32,47.32,47232.0
11,zfir_32bit,5.02,47.32,47.32,1304350.0
