,alpha_in,alpha_out,alpha_inout,alpha_inout_weight,Power [nW]
0,1.04,3.8788888888888886,1.982222222222222,1.982222222222222,403.36461166666663
1,2.08,7.800000000000001,3.9833333333333334,3.9833333333333334,813.7910316666666
2,3.11,11.654444444444444,5.958888888888889,5.958888888888889,1220.1396666666667
3,4.15,14.647777777777776,7.6499999999999995,7.6499999999999995,1567.0026333333335
4,5.19,17.545555555555552,9.304444444444446,9.304444444444446,1907.1681166666667
5,6.23,20.883333333333333,11.111111111111109,11.111111111111109,2280.2024999999994
6,7.260000000000001,23.283333333333335,12.603333333333333,12.603333333333333,2589.9298833333332
7,8.3,25.614444444444445,14.07,14.07,2887.33905
8,9.34,27.68111111111111,15.452222222222222,15.452222222222222,3171.83115
9,10.38,29.846666666666668,16.866666666666667,16.866666666666667,3466.80165
10,11.41,31.86,18.23,18.23,3743.7899333333335
11,12.45,33.51555555555555,19.47222222222222,19.47222222222222,4003.963216666666
12,13.23,34.57555555555555,20.34444444444445,20.34444444444445,4177.617916666667
13,14.01,36.08444444444444,21.36555555555556,21.36555555555556,4395.3957666666665
14,14.779999999999998,36.85444444444445,22.143333333333334,22.143333333333334,4554.6289
15,15.559999999999999,37.98222222222223,23.036666666666665,23.036666666666665,4739.3225
16,16.6,39.126666666666665,24.10888888888889,24.10888888888889,4961.856733333334
17,17.64,40.20333333333334,25.15888888888889,25.15888888888889,5183.289633333334
18,18.68,41.50555555555555,26.28666666666667,26.28666666666667,5412.896983333333
19,19.71,42.332222222222214,27.252222222222223,27.252222222222223,5613.564833333334
20,20.75,43.03222222222222,28.177777777777777,28.177777777777777,5811.3121833333325
21,21.79,44.02444444444444,29.198888888888884,29.198888888888884,6020.645166666667
22,22.83,44.98,30.209999999999997,30.209999999999997,6223.038766666667
23,23.86,45.43666666666666,31.054444444444446,31.054444444444446,6410.2379
24,24.9,46.14888888888889,31.98222222222222,31.98222222222222,6598.054566666667
25,25.94,46.827777777777776,32.90111111111111,32.90111111111111,6787.673683333333
