,Components,alpha_in,alpha_out,alpha_inout,alpha_inout_weight,Power [nW]
47,adder,5.19,17.72,9.36,9.36,2157.42
48,adder,5.19,17.26,9.21,9.21,2136.33
49,adder,5.19,18.34,9.57,9.57,1232.23
50,adder,6.23,21.25,11.23,11.23,2603.49
51,adder,6.23,21.15,11.2,11.2,2611.17
52,adder,6.23,21.05,11.17,11.17,2601.68
53,adder,6.23,20.31,10.92,10.92,2521.72
54,adder,6.23,21.43,11.29,11.29,2598.84
55,adder,6.23,20.44,10.96,10.96,2546.77
56,adder,6.23,20.51,10.99,10.99,2546.36
57,adder,6.23,21.02,11.16,11.16,2585.1
58,adder,6.23,20.79,11.08,11.08,2573.37
59,adder,6.23,20.36,10.94,10.94,1536.58
60,adder,7.26,23.47,12.66,12.66,2948.45
61,adder,7.26,23.48,12.67,12.67,2925.93
62,adder,7.26,23.35,12.63,12.63,2932.91
63,adder,7.26,23.09,12.54,12.54,2910.44
64,adder,7.26,23.0,12.51,12.51,2905.11
65,adder,7.26,23.91,12.81,12.81,2978.48
66,adder,7.26,23.26,12.6,12.6,2925.11
67,adder,7.26,22.99,12.5,12.5,2900.1
68,adder,7.26,23.0,12.51,12.51,2911.74
69,adder,7.26,22.7,12.41,12.41,1703.92
70,adder,8.3,24.96,13.85,13.85,3203.64
71,adder,8.3,25.65,14.08,14.08,3269.58
72,adder,8.3,24.77,13.79,13.79,3187.46
73,adder,8.3,25.74,14.11,14.11,3270.01
74,adder,8.3,25.98,14.19,14.19,3305.84
75,adder,8.3,25.98,14.19,14.19,3295.98
76,adder,8.3,25.46,14.02,14.02,3251.4
77,adder,8.3,25.7,14.1,14.1,3259.88
78,adder,8.3,26.29,14.3,14.3,3318.98
79,adder,8.3,25.48,14.03,14.03,1988.34
80,adder,9.34,27.91,15.53,15.53,3602.77
81,adder,9.34,27.34,15.34,15.34,3554.58
82,adder,9.34,28.14,15.6,15.6,3629.18
83,adder,9.34,27.68,15.45,15.45,3573.97
84,adder,9.34,27.75,15.47,15.47,3584.04
85,adder,9.34,27.66,15.45,15.45,3585.81
86,adder,9.34,27.64,15.44,15.44,3580.18
87,adder,9.34,27.76,15.48,15.48,3596.71
88,adder,9.34,27.25,15.31,15.31,3548.67
89,adder,9.34,27.9,15.53,15.53,2282.93
90,adder,10.38,30.18,16.98,16.98,3945.47
91,adder,10.38,29.65,16.8,16.8,3886.17
92,adder,10.38,30.43,17.06,17.06,3967.59
93,adder,10.38,29.49,16.75,16.75,3888.41
94,adder,10.38,29.7,16.82,16.82,3902.32
95,adder,10.38,29.41,16.72,16.72,3886.99
96,adder,10.38,30.04,16.93,16.93,3925.89
97,adder,10.38,29.55,16.77,16.77,3905.78
98,adder,10.38,30.17,16.97,16.97,3946.99
99,adder,10.38,29.63,16.79,16.79,2580.51
100,adder,11.41,31.24,18.02,18.02,4181.27
101,adder,11.41,32.07,18.3,18.3,4233.71
102,adder,11.41,32.3,18.38,18.38,4274.47
103,adder,11.41,32.04,18.29,18.29,4240.73
104,adder,11.41,31.05,17.96,17.96,4180.71
105,adder,11.41,32.3,18.38,18.38,4264.08
106,adder,11.41,31.81,18.21,18.21,4219.98
107,adder,11.41,32.2,18.34,18.34,4266.21
108,adder,11.41,31.73,18.19,18.19,4211.28
109,adder,11.41,30.68,17.83,17.83,2688.29
110,adder,12.45,34.19,19.7,19.7,4589.71
111,adder,12.45,33.39,19.43,19.43,4511.82
112,adder,12.45,33.49,19.46,19.46,4539.8
113,adder,12.45,32.87,19.26,19.26,4462.53
114,adder,12.45,33.2,19.37,19.37,4512.55
115,adder,12.45,33.28,19.39,19.39,4499.93
116,adder,12.45,33.75,19.55,19.55,4535.89
117,adder,12.45,34.32,19.74,19.74,4579.11
118,adder,12.45,33.15,19.35,19.35,4486.93
119,adder,12.45,33.65,19.52,19.52,2991.44
120,adder,13.23,34.75,20.4,20.4,4725.7
121,adder,13.23,34.5,20.32,20.32,4702.2
122,adder,13.23,33.65,20.04,20.04,4620.17
123,adder,13.23,34.1,20.19,20.19,4705.74
124,adder,13.23,34.92,20.46,20.46,4755.79
125,adder,13.23,34.39,20.28,20.28,4708.31
126,adder,13.23,34.72,20.39,20.39,4738.45
127,adder,13.23,35.3,20.59,20.59,4782.91
128,adder,13.23,34.85,20.43,20.43,4744.98
129,adder,13.23,34.4,20.29,20.29,3086.4
130,adder,14.01,35.69,21.23,21.23,4934.66
131,adder,14.01,36.4,21.47,21.47,4975.73
132,adder,14.01,35.47,21.16,21.16,4904.93
133,adder,14.01,35.61,21.21,21.21,4945.44
134,adder,14.01,36.21,21.41,21.41,4978.44
135,adder,14.01,36.03,21.35,21.35,4954.05
136,adder,14.01,35.99,21.33,21.33,4959.09
137,adder,14.01,36.34,21.45,21.45,4998.45
138,adder,14.01,37.02,21.68,21.68,5048.15
139,adder,14.01,35.82,21.28,21.28,3339.05
140,adder,14.78,36.84,22.14,22.14,5129.77
141,adder,14.78,36.66,22.08,22.08,5140.62
142,adder,14.78,37.23,22.27,22.27,5156.17
143,adder,14.78,36.97,22.18,22.18,5156.58
144,adder,14.78,37.33,22.3,22.3,5190.27
145,adder,14.78,36.87,22.15,22.15,5142.31
146,adder,14.78,36.21,21.93,21.93,5120.03
147,adder,14.78,36.96,22.18,22.18,5139.64
148,adder,14.78,36.62,22.06,22.06,5142.87
149,adder,14.78,36.06,21.88,21.88,3534.84
150,adder,15.56,37.77,22.97,22.97,5341.07
151,adder,15.56,38.23,23.12,23.12,5382.03
152,adder,15.56,37.65,22.92,22.92,5339.96
153,adder,15.56,38.53,23.22,23.22,5405.94
154,adder,15.56,37.67,22.93,22.93,5319.75
155,adder,15.56,37.52,22.88,22.88,5313.34
156,adder,15.56,38.56,23.23,23.23,5398.88
157,adder,15.56,38.19,23.11,23.11,5368.14
158,adder,15.56,37.72,22.95,22.95,5327.39
159,adder,15.56,37.83,22.99,22.99,3638.32
160,adder,16.6,39.51,24.24,24.24,5644.71
161,adder,16.6,39.09,24.1,24.1,5589.48
162,adder,16.6,38.87,24.02,24.02,5606.74
163,adder,16.6,39.08,24.09,24.09,5608.08
164,adder,16.6,39.05,24.08,24.08,5606.34
165,adder,16.6,39.39,24.2,24.2,5636.79
166,adder,16.6,39.07,24.09,24.09,5580.04
167,adder,16.6,39.21,24.14,24.14,5621.12
168,adder,16.6,38.87,24.02,24.02,5566.26
169,adder,16.6,39.21,24.14,24.14,3807.17
170,adder,17.64,39.97,25.08,25.08,5831.64
171,adder,17.64,40.29,25.19,25.19,5856.94
172,adder,17.64,41.24,25.5,25.5,5937.48
173,adder,17.64,40.12,25.13,25.13,5843.52
174,adder,17.64,40.52,25.27,25.27,5875.66
175,adder,17.64,39.31,24.86,24.86,5789.57
176,adder,17.64,39.96,25.08,25.08,5850.06
177,adder,17.64,40.69,25.32,25.32,5889.31
178,adder,17.64,39.73,25.0,25.0,5837.24
179,adder,17.64,40.67,25.31,25.31,3935.85
180,adder,18.68,41.06,26.14,26.14,6082.18
181,adder,18.68,41.61,26.32,26.32,6106.92
182,adder,18.68,41.43,26.26,26.26,6120.8
183,adder,18.68,41.66,26.34,26.34,6137.7
184,adder,18.68,41.34,26.23,26.23,6104.83
185,adder,18.68,41.81,26.39,26.39,6149.74
186,adder,18.68,41.46,26.27,26.27,6109.96
187,adder,18.68,41.66,26.34,26.34,6117.85
188,adder,18.68,41.52,26.29,26.29,6116.43
189,adder,18.68,41.6,26.32,26.32,4256.17
190,adder,19.71,42.57,27.33,27.33,6374.61
191,adder,19.71,42.37,27.27,27.27,6353.42
192,adder,19.71,42.93,27.45,27.45,6375.05
193,adder,19.71,42.36,27.26,27.26,6340.26
194,adder,19.71,42.36,27.26,27.26,6354.65
195,adder,19.71,41.74,27.06,27.06,6294.03
196,adder,19.71,42.39,27.27,27.27,6350.29
197,adder,19.71,42.21,27.21,27.21,6327.85
198,adder,19.71,42.06,27.16,27.16,6316.94
199,adder,19.71,42.49,27.3,27.3,4235.87
200,adder,20.75,42.63,28.04,28.04,6527.48
201,adder,20.75,43.03,28.18,28.18,6562.41
202,adder,20.75,42.85,28.12,28.12,6549.76
203,adder,20.75,43.22,28.24,28.24,6592.38
204,adder,20.75,42.73,28.08,28.08,6564.81
205,adder,20.75,42.17,27.89,27.89,6474.58
206,adder,20.75,43.83,28.44,28.44,6620.21
207,adder,20.75,43.57,28.36,28.36,6623.04
208,adder,20.75,43.26,28.25,28.25,6583.42
209,adder,20.75,42.74,28.08,28.08,4291.88
210,adder,21.79,43.43,29.0,29.0,6770.56
211,adder,21.79,44.3,29.29,29.29,6823.15
212,adder,21.79,43.86,29.15,29.15,6784.63
213,adder,21.79,44.37,29.31,29.31,6821.59
214,adder,21.79,44.15,29.24,29.24,6818.58
215,adder,21.79,43.94,29.17,29.17,6799.91
216,adder,21.79,44.07,29.22,29.22,6813.62
217,adder,21.79,43.85,29.14,29.14,6773.26
218,adder,21.79,44.25,29.27,29.27,6821.6
219,adder,21.79,44.21,29.26,29.26,4435.49
220,adder,22.83,45.04,30.23,30.23,7036.51
221,adder,22.83,45.04,30.23,30.23,7061.8
222,adder,22.83,44.85,30.17,30.17,7013.4
223,adder,22.83,45.14,30.26,30.26,7034.17
224,adder,22.83,45.23,30.29,30.29,7057.48
225,adder,22.83,44.83,30.16,30.16,7022.4
226,adder,22.83,45.15,30.27,30.27,7030.61
227,adder,22.83,44.58,30.08,30.08,6999.38
228,adder,22.83,44.96,30.2,30.2,7029.39
229,adder,22.83,45.0,30.22,30.22,4563.27
230,adder,23.86,45.11,30.94,30.94,7216.26
231,adder,23.86,46.01,31.25,31.25,7286.83
232,adder,23.86,44.67,30.8,30.8,7184.88
233,adder,23.86,45.66,31.13,31.13,7223.33
234,adder,23.86,45.83,31.18,31.18,7279.93
235,adder,23.86,45.66,31.13,31.13,7246.22
236,adder,23.86,45.33,31.02,31.02,7235.63
237,adder,23.86,45.58,31.1,31.1,7289.85
238,adder,23.86,45.08,30.94,30.94,7225.93
239,adder,23.86,45.0,30.91,30.91,4633.37
240,adder,24.9,46.26,32.02,32.02,7478.21
241,adder,24.9,46.41,32.07,32.07,7468.76
242,adder,24.9,46.57,32.12,32.12,7481.98
243,adder,24.9,46.3,32.03,32.03,7446.56
244,adder,24.9,45.64,31.81,31.81,7420.61
245,adder,24.9,46.53,32.11,32.11,7484.37
246,adder,24.9,45.08,31.63,31.63,7378.91
247,adder,24.9,46.3,32.03,32.03,7464.33
248,adder,24.9,46.25,32.02,32.02,7475.13
249,adder,24.9,46.35,32.05,32.05,5115.72
250,adder,25.94,47.18,33.02,33.02,7697.36
251,adder,25.94,46.59,32.82,32.82,7650.32
252,adder,25.94,46.84,32.91,32.91,7628.01
253,adder,25.94,46.77,32.88,32.88,7667.26
254,adder,25.94,46.49,32.79,32.79,7659.19
255,adder,25.94,46.77,32.88,32.88,7666.68
256,adder,25.94,46.55,32.81,32.81,7681.46
257,adder,25.94,47.3,33.06,33.06,7704.44
258,adder,25.94,46.96,32.94,32.94,7672.47
259,adder,25.94,46.49,32.79,32.79,5252.67
260,adder,26.98,47.41,33.79,33.79,7892.01
261,adder,26.98,47.3,33.75,33.75,7873.95
262,adder,26.98,46.84,33.6,33.6,7838.11
263,adder,26.98,46.81,33.59,33.59,7822.85
264,adder,26.98,47.35,33.77,33.77,7872.53
265,adder,26.98,47.8,33.92,33.92,7913.34
266,adder,26.98,47.19,33.71,33.71,7887.66
267,adder,26.98,47.28,33.74,33.74,7870.13
268,adder,26.98,47.56,33.84,33.84,7896.27
269,adder,26.98,47.8,33.92,33.92,5474.43
270,adder,28.01,47.45,34.49,34.49,8051.74
271,adder,28.01,47.76,34.59,34.59,8061.81
272,adder,28.01,47.27,34.43,34.43,8019.27
273,adder,28.01,47.39,34.47,34.47,8042.41
274,adder,28.01,47.12,34.38,34.38,8037.52
275,adder,28.01,47.47,34.5,34.5,8076.62
276,adder,28.01,48.46,34.83,34.83,8100.73
277,adder,28.01,48.15,34.73,34.73,8129.36
278,adder,28.01,48.2,34.74,34.74,8114.2
279,adder,28.01,47.62,34.55,34.55,5568.48
280,adder,29.05,47.97,35.36,35.36,8239.61
281,adder,29.05,47.97,35.36,35.36,8262.21
282,adder,29.05,47.64,35.25,35.25,8228.53
283,adder,29.05,47.71,35.27,35.27,8230.06
284,adder,29.05,48.25,35.45,35.45,8278.78
285,adder,29.05,47.97,35.36,35.36,8265.07
286,adder,29.05,48.48,35.53,35.53,8317.28
287,adder,29.05,47.33,35.14,35.14,8230.85
288,adder,29.05,48.37,35.49,35.49,8290.39
289,adder,29.05,48.39,35.5,35.5,5530.5
290,adder,30.09,48.16,36.11,36.11,8429.48
291,adder,30.09,48.24,36.14,36.14,8443.62
292,adder,30.09,48.74,36.3,36.3,8488.81
293,adder,30.09,47.97,36.05,36.05,8403.45
294,adder,30.09,48.4,36.19,36.19,8469.39
295,adder,30.09,48.17,36.12,36.12,8461.23
296,adder,30.09,48.33,36.17,36.17,8449.07
297,adder,30.09,48.16,36.11,36.11,8424.48
298,adder,30.09,48.42,36.2,36.2,8440.41
299,adder,30.09,48.66,36.28,36.28,5615.69
300,adder,31.13,48.84,37.03,37.03,8632.38
301,adder,31.13,49.28,37.18,37.18,8684.62
302,adder,31.13,48.86,37.04,37.04,8662.11
303,adder,31.13,48.72,36.99,36.99,8647.29
304,adder,31.13,48.75,37.0,37.0,8638.97
305,adder,31.13,49.32,37.19,37.19,8638.89
306,adder,31.13,48.89,37.05,37.05,8670.7
307,adder,31.13,48.02,36.76,36.76,8604.75
308,adder,31.13,48.99,37.08,37.08,8624.9
309,adder,31.13,48.89,37.05,37.05,5627.72
310,adder,32.16,49.05,37.79,37.79,8862.12
311,adder,32.16,48.77,37.7,37.7,8829.17
312,adder,32.16,49.0,37.78,37.78,8836.47
313,adder,32.16,48.69,37.67,37.67,8809.96
314,adder,32.16,49.53,37.95,37.95,8862.14
315,adder,32.16,49.53,37.95,37.95,8869.39
316,adder,32.16,49.46,37.93,37.93,8878.22
317,adder,32.16,48.76,37.7,37.7,8796.8
318,adder,32.16,48.71,37.68,37.68,8800.69
319,adder,32.16,49.17,37.83,37.83,5790.55
320,adder,33.2,49.47,38.62,38.62,9044.47
321,adder,33.2,49.49,38.63,38.63,9025.4
322,adder,33.2,49.49,38.63,38.63,9060.41
323,adder,33.2,48.41,38.27,38.27,8969.65
324,adder,33.2,49.47,38.62,38.62,9038.43
325,adder,33.2,48.77,38.39,38.39,8986.55
326,adder,33.2,48.95,38.45,38.45,9014.72
327,adder,33.2,48.73,38.38,38.38,8976.43
328,adder,33.2,48.77,38.39,38.39,8985.53
329,adder,33.2,48.63,38.34,38.34,5918.02
330,adder,34.24,49.71,39.39,39.39,9213.86
331,adder,34.24,49.0,39.16,39.16,9176.66
332,adder,34.24,49.04,39.17,39.17,9164.78
333,adder,34.24,49.33,39.27,39.27,9214.7
334,adder,34.24,49.55,39.34,39.34,9182.68
335,adder,34.24,49.16,39.21,39.21,9168.59
336,adder,34.24,49.45,39.31,39.31,9181.89
337,adder,34.24,49.38,39.29,39.29,9174.6
338,adder,34.24,49.91,39.46,39.46,9209.78
339,adder,34.24,49.33,39.27,39.27,6134.51
340,adder,35.01,49.64,39.89,39.89,9310.86
341,adder,35.01,49.05,39.69,39.69,9267.65
342,adder,35.01,49.45,39.82,39.82,9311.27
343,adder,35.01,49.62,39.88,39.88,9339.69
344,adder,35.01,50.22,40.08,40.08,9403.73
345,adder,35.01,49.44,39.82,39.82,9321.67
346,adder,35.01,49.64,39.89,39.89,9329.52
347,adder,35.01,49.58,39.87,39.87,9344.6
348,adder,35.01,49.35,39.79,39.79,9309.93
349,adder,35.01,49.69,39.91,39.91,6231.12
350,adder,35.79,50.29,40.62,40.62,9517.04
351,adder,35.79,50.22,40.6,40.6,9494.94
352,adder,35.79,50.01,40.53,40.53,9463.01
353,adder,35.79,50.01,40.53,40.53,9496.5
354,adder,35.79,49.41,40.33,40.33,9425.7
355,adder,35.79,49.6,40.4,40.4,9474.42
356,adder,35.79,49.58,40.39,40.39,9409.77
357,adder,35.79,50.86,40.82,40.82,9528.36
358,adder,35.79,49.5,40.36,40.36,9464.13
359,adder,35.79,49.63,40.41,40.41,6343.26
360,adder,36.57,50.47,41.21,41.21,9630.3
361,adder,36.57,49.79,40.98,40.98,9589.26
362,adder,36.57,49.99,41.05,41.05,9604.28
363,adder,36.57,49.46,40.87,40.87,9554.24
364,adder,36.57,49.76,40.97,40.97,9577.85
365,adder,36.57,49.26,40.8,40.8,9553.49
366,adder,36.57,49.49,40.88,40.88,9558.32
367,adder,36.57,50.02,41.06,41.06,9599.54
368,adder,36.57,50.16,41.1,41.1,9632.69
369,adder,36.57,49.69,40.95,40.95,6429.93
370,adder,37.35,49.34,41.35,41.35,9654.45
371,adder,37.35,49.87,41.52,41.52,9736.81
372,adder,37.35,49.46,41.39,41.39,9681.62
373,adder,37.35,50.29,41.66,41.66,9744.96
374,adder,37.35,49.69,41.46,41.46,9709.92
375,adder,37.35,50.14,41.61,41.61,9754.5
376,adder,37.35,50.17,41.63,41.63,9755.43
377,adder,37.35,50.41,41.7,41.7,9765.45
378,adder,37.35,50.48,41.73,41.73,9762.11
379,adder,37.35,50.23,41.64,41.64,6572.09
380,adder,38.39,49.07,41.95,41.95,9805.78
381,adder,38.39,50.04,42.27,42.27,9922.77
382,adder,38.39,50.15,42.31,42.31,9878.53
383,adder,38.39,49.42,42.07,42.07,9826.68
384,adder,38.39,50.35,42.37,42.37,9896.23
385,adder,38.39,50.73,42.5,42.5,9975.45
386,adder,38.39,49.5,42.09,42.09,9834.81
387,adder,38.39,50.47,42.41,42.41,9940.66
388,adder,38.39,50.3,42.36,42.36,9930.73
389,adder,38.39,49.81,42.2,42.2,6692.73
390,adder,39.43,50.03,42.96,42.96,10080.3
391,adder,39.43,49.58,42.81,42.81,10024.0
392,adder,39.43,50.44,43.1,43.1,10115.2
393,adder,39.43,50.07,42.97,42.97,10074.1
394,adder,39.43,50.02,42.96,42.96,10064.4
395,adder,39.43,50.01,42.95,42.95,10071.9
396,adder,39.43,50.26,43.04,43.04,10123.2
397,adder,39.43,50.37,43.07,43.07,10071.5
398,adder,39.43,49.79,42.88,42.88,10016.4
399,adder,39.43,49.51,42.79,42.79,6836.0
400,adder,40.46,50.01,43.65,43.65,10199.5
401,adder,40.46,50.82,43.91,43.91,10287.3
402,adder,40.46,50.42,43.78,43.78,10217.9
403,adder,40.46,50.91,43.95,43.95,10274.9
404,adder,40.46,49.98,43.63,43.63,10204.7
405,adder,40.46,49.27,43.4,43.4,10164.9
406,adder,40.46,50.13,43.69,43.69,10240.5
407,adder,40.46,49.77,43.57,43.57,10205.4
408,adder,40.46,50.17,43.7,43.7,10247.0
409,adder,40.46,49.9,43.61,43.61,6853.84
410,adder,41.5,49.69,44.23,44.23,10373.5
411,adder,41.5,50.69,44.56,44.56,10481.5
412,adder,41.5,50.12,44.38,44.38,10379.0
413,adder,41.5,49.75,44.25,44.25,10340.8
414,adder,41.5,50.5,44.5,44.5,10442.8
415,adder,41.5,50.13,44.38,44.38,10415.2
416,adder,41.5,50.36,44.45,44.45,10415.3
417,adder,41.5,50.11,44.37,44.37,10383.4
418,adder,41.5,50.07,44.36,44.36,10407.6
419,adder,41.5,49.96,44.32,44.32,7027.12
420,adder,42.54,50.21,45.09,45.09,10594.5
421,adder,42.54,50.57,45.22,45.22,10579.1
422,adder,42.54,50.22,45.1,45.1,10583.7
423,adder,42.54,50.11,45.06,45.06,10551.8
424,adder,42.54,50.5,45.19,45.19,10606.1
425,adder,42.54,50.29,45.12,45.12,10567.6
426,adder,42.54,49.66,44.91,44.91,10499.8
427,adder,42.54,49.73,44.94,44.94,10568.7
428,adder,42.54,50.06,45.04,45.04,10563.0
429,adder,42.54,49.88,44.99,44.99,7142.79
430,adder,43.58,50.48,45.88,45.88,10755.1
431,adder,43.58,50.28,45.81,45.81,10751.3
432,adder,43.58,50.07,45.74,45.74,10708.5
433,adder,43.58,50.11,45.75,45.75,10718.4
434,adder,43.58,49.6,45.58,45.58,10699.4
435,adder,43.58,50.4,45.85,45.85,10746.3
436,adder,43.58,50.7,45.95,45.95,10787.4
437,adder,43.58,50.14,45.76,45.76,10725.5
438,adder,43.58,50.02,45.73,45.73,10745.3
439,adder,43.58,50.04,45.73,45.73,7079.67
440,adder,44.61,50.57,46.6,46.6,10937.4
441,adder,44.61,50.27,46.5,46.5,10900.8
442,adder,44.61,49.93,46.38,46.38,10892.8
443,adder,44.61,49.92,46.38,46.38,10872.6
444,adder,44.61,50.09,46.44,46.44,10894.2
445,adder,44.61,50.45,46.56,46.56,10926.9
446,adder,44.61,50.35,46.53,46.53,10879.9
447,adder,44.61,50.55,46.59,46.59,10964.8
448,adder,44.61,50.23,46.49,46.49,10897.8
449,adder,44.61,50.24,46.49,46.49,7292.44
450,adder,45.65,49.81,47.04,47.04,11048.1
451,adder,45.65,50.33,47.21,47.21,11081.9
452,adder,45.65,49.84,47.05,47.05,11033.0
453,adder,45.65,50.01,47.1,47.1,11064.0
454,adder,45.65,49.95,47.08,47.08,11056.2
455,adder,45.65,49.92,47.07,47.07,11045.0
456,adder,45.65,50.19,47.16,47.16,11080.8
457,adder,45.65,49.29,46.86,46.86,10978.4
458,adder,45.65,50.47,47.26,47.26,11094.1
459,adder,45.65,50.5,47.27,47.27,7302.73
460,adder,46.69,50.03,47.8,47.8,11216.8
461,adder,46.69,50.7,48.03,48.03,11259.4
462,adder,46.69,50.27,47.88,47.88,11232.5
463,adder,46.69,49.96,47.78,47.78,11209.7
464,adder,46.69,50.29,47.89,47.89,11258.3
465,adder,46.69,50.54,47.97,47.97,11273.4
466,adder,46.69,50.25,47.88,47.88,11225.1
467,adder,46.69,50.2,47.86,47.86,11221.8
468,adder,46.69,50.35,47.91,47.91,11218.2
469,adder,46.69,49.7,47.69,47.69,7668.23
470,adder,47.73,49.74,48.4,48.4,11368.9
471,adder,47.73,50.09,48.51,48.51,11389.9
472,adder,47.73,49.7,48.38,48.38,11331.8
473,adder,47.73,50.45,48.63,48.63,11423.4
474,adder,47.73,49.27,48.24,48.24,11343.7
475,adder,47.73,50.07,48.51,48.51,11415.4
476,adder,47.73,50.89,48.78,48.78,11477.9
477,adder,47.73,50.11,48.52,48.52,11401.5
478,adder,47.73,50.08,48.51,48.51,11380.3
479,adder,47.73,50.11,48.52,48.52,7486.11
480,adder,48.76,50.2,49.24,49.24,11579.4
481,adder,48.76,49.6,49.04,49.04,11536.3
482,adder,48.76,49.3,48.94,48.94,11472.4
483,adder,48.76,50.36,49.29,49.29,11591.2
484,adder,48.76,50.21,49.25,49.25,11559.6
485,adder,48.76,49.96,49.16,49.16,11536.4
486,adder,48.76,49.81,49.11,49.11,11545.5
487,adder,48.76,49.29,48.94,48.94,11484.0
