,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,48.58,49.58,48.91,20141.2
1,add1,49.09,49.74,49.31,20409.9
2,add2,49.1,49.8,49.34,20413.2
3,mul0,55.01,48.53,51.77,399101.0
4,mul1,55.11,48.64,51.87,399563.0
5,mul2,54.96,48.6,51.78,399052.0
6,mul3,55.03,48.47,51.75,399891.0
7,reg_Q0,48.53,48.53,48.53,24871.0
8,reg_Q1,49.58,49.58,49.58,25021.0
9,reg_Q2,49.74,49.74,49.74,25051.0
10,reg_Y,49.8,49.8,49.8,23979.0
11,zfir_8bit,55.01,49.8,49.8,1828020.0
