,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,44.52,47.64,45.56,19113.6
1,add1,46.09,48.86,47.01,19721.4
2,add2,46.6,49.11,47.44,19837.2
3,mul0,19.98,44.52,32.25,149934.0
4,mul1,19.92,44.52,32.22,149771.0
5,mul2,20.1,44.55,32.32,150923.0
6,mul3,20.0,44.36,32.18,150209.0
7,reg_Q0,44.52,44.52,44.52,24187.0
8,reg_Q1,47.64,47.64,47.64,24695.0
9,reg_Q2,48.86,48.86,48.86,24899.0
10,reg_Y,49.11,49.11,49.11,23876.0
11,zfir_8bit,19.98,49.11,49.11,787035.0
