,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,29.1,38.49,32.23,13855.8
1,add1,33.69,42.51,36.63,15750.3
2,add2,35.59,44.61,38.59,16539.8
3,mul0,5.0,29.18,17.09,40647.8
4,mul1,5.01,29.02,17.02,40691.9
5,mul2,4.99,28.89,16.94,41023.5
6,mul3,5.0,28.67,16.84,40790.2
7,reg_Q0,29.18,29.18,29.18,21578.0
8,reg_Q1,38.49,38.49,38.49,23147.0
9,reg_Q2,42.51,42.51,42.51,23823.0
10,reg_Y,44.61,44.61,44.61,23221.0
11,zfir_8bit,5.0,44.61,44.61,313637.0
