,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,42.17,56.22,46.85,19406.7
1,add1,48.41,49.97,48.93,19343.9
2,add2,49.97,56.21,52.05,21766.6
3,mul0,99.96,49.98,74.97,716962.0
4,mul1,99.96,34.36,67.16,715109.0
5,mul2,99.96,40.61,70.28,715805.0
6,mul3,99.96,49.98,74.97,717489.0
7,reg_Q0,49.98,49.98,49.98,25603.0
8,reg_Q1,56.22,56.22,56.22,26609.0
9,reg_Q2,49.97,49.97,49.97,25585.0
10,reg_Y,56.21,56.21,56.21,24972.0
11,zfir_8bit,99.96,56.21,56.21,3151150.0
