,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,48.86,49.85,49.19,20214.4
1,add1,49.28,49.88,49.48,20461.2
2,add2,49.34,49.99,49.55,20512.3
3,mul0,66.14,48.79,57.46,478333.0
4,mul1,66.11,48.93,57.52,478707.0
5,mul2,66.35,48.72,57.54,480347.0
6,mul3,66.2,48.8,57.5,478826.0
7,reg_Q0,48.79,48.79,48.79,24918.0
8,reg_Q1,49.85,49.85,49.85,25070.0
9,reg_Q2,49.88,49.88,49.88,25078.0
10,reg_Y,49.99,49.99,49.99,24005.0
11,zfir_8bit,66.14,49.99,49.99,2159870.0
