,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,45.86,48.45,46.73,19512.1
1,add1,47.22,49.41,47.95,20027.3
2,add2,47.68,49.53,48.3,20113.1
3,mul0,25.03,45.88,35.46,185811.0
4,mul1,25.1,45.85,35.48,187441.0
5,mul2,25.06,45.99,35.52,186527.0
6,mul3,25.02,45.95,35.49,186164.0
7,reg_Q0,45.88,45.88,45.88,24415.0
8,reg_Q1,48.45,48.45,48.45,24831.0
9,reg_Q2,49.41,49.41,49.41,24995.0
10,reg_Y,49.53,49.53,49.53,23939.0
11,zfir_8bit,25.03,49.53,49.53,939579.0
