,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,49.52,50.45,49.83,20372.1
1,add1,50.07,49.72,49.95,20613.0
2,add2,49.64,49.97,49.75,20592.7
3,mul0,89.95,49.48,69.72,647178.0
4,mul1,89.99,49.55,69.77,647456.0
5,mul2,89.99,49.69,69.84,647387.0
6,mul3,89.95,49.57,69.76,647142.0
7,reg_Q0,49.48,49.48,49.48,25038.0
8,reg_Q1,50.45,50.45,50.45,25166.0
9,reg_Q2,49.72,49.72,49.72,25045.0
10,reg_Y,49.97,49.97,49.97,24004.0
11,zfir_8bit,89.95,49.97,49.97,2860940.0
