,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,49.62,50.5,49.91,20428.1
1,add1,50.06,50.02,50.05,20659.8
2,add2,49.87,50.11,49.95,20662.7
3,mul0,89.9,49.78,69.84,646149.0
4,mul1,89.95,49.46,69.7,647540.0
5,mul2,89.94,49.62,69.78,647036.0
6,mul3,90.0,49.72,69.86,647836.0
7,reg_Q0,49.78,49.78,49.78,25085.0
8,reg_Q1,50.5,50.5,50.5,25176.0
9,reg_Q2,50.02,50.02,50.02,25102.0
10,reg_Y,50.11,50.11,50.11,24022.0
11,zfir_8bit,89.9,50.11,50.11,2860630.0
