,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,28.87,38.53,32.09,13785.8
1,add1,33.72,42.58,36.68,15772.5
2,add2,35.71,44.72,38.72,16595.1
3,mul0,5.03,28.86,16.94,40794.5
4,mul1,5.02,28.88,16.95,41073.2
5,mul2,5.03,28.92,16.97,40983.9
6,mul3,4.98,28.84,16.91,40177.5
7,reg_Q0,28.86,28.86,28.86,21524.0
8,reg_Q1,38.53,38.53,38.53,23151.0
9,reg_Q2,42.58,42.58,42.58,23832.0
10,reg_Y,44.72,44.72,44.72,23238.0
11,zfir_8bit,5.03,44.72,44.72,313535.0
