,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,48.23,49.6,48.69,20092.3
1,add1,48.98,49.72,49.23,20377.0
2,add2,49.0,49.81,49.27,20389.1
3,mul0,50.04,48.26,49.15,363365.0
4,mul1,49.91,48.2,49.05,363051.0
5,mul2,49.95,48.36,49.15,363840.0
6,mul3,50.01,48.29,49.15,363321.0
7,reg_Q0,48.26,48.26,48.26,24822.0
8,reg_Q1,49.6,49.6,49.6,25028.0
9,reg_Q2,49.72,49.72,49.72,25046.0
10,reg_Y,49.81,49.81,49.81,23981.0
11,zfir_8bit,50.04,49.81,49.81,1677980.0
