,Components,alpha_in,alpha_out,alpha_inout,power [nW]
0,add0,29.0,38.74,32.25,13876.8
1,add1,33.96,42.58,36.83,15826.0
2,add2,35.86,44.76,38.82,16648.4
3,mul0,5.0,28.92,16.96,41018.1
4,mul1,5.02,29.1,17.06,41077.6
5,mul2,5.03,29.18,17.1,41077.4
6,mul3,4.97,29.14,17.05,40782.6
7,reg_Q0,28.92,28.92,28.92,21532.0
8,reg_Q1,38.74,38.74,38.74,23183.0
9,reg_Q2,42.58,42.58,42.58,23834.0
10,reg_Y,44.76,44.76,44.76,23244.0
11,zfir_8bit,5.0,44.76,44.76,314666.0
